ID,POS,Gloss
21803,noun,"a short heavy curved sword with one edge; formerly used by sailors",
21804,noun,"a short broad slightly convex medieval sword with a sharp point",
21805,noun,"a sword used in the sport of fencing",
21806,noun,"a straight sword with a narrow blade and two edges",
21807,noun,"the legendary sword of King Arthur",
21808,noun,"the weaker part of a sword's blade from the forte to the tip",
21809,noun,"the stronger part of a sword blade between the hilt and the foible",
21810,noun,"the handle of a sword or dagger",
21811,noun,"a V shape; ""the cannibal's teeth were filed to sharp points""",
21812,noun,"a cut of beef from the shoulder blade",
21813,noun,"the part of a forequarter from the neck to the ribs and including the shoulder blade",
21814,noun,"a broad flat body part (as of the shoulder or tongue)",
21815,noun,"the part of the skate that slides on the ice",
21816,noun,"skate consisting of a boot with a steel blade fitted to the sole",
21817,noun,"device consisting of the parts on which something can slide along",
21818,noun,"flat surface that rotates and pushes against air or water",
21819,noun,"an aircraft without wings that obtains its lift from the rotation of overhead blades",
21820,noun,"generator that extracts usable energy from winds",
21821,noun,"rotary engine in which the kinetic energy of a moving fluid is converted into mechanical energy by causing a bladed rotor to rotate",
21822,noun,"an implement used to propel or steer a boat",
21823,noun,"blade of a rotating fan",
21824,noun,"the blade of a rotor (as in the compressor of a jet engine)",
21825,noun,"a blade of a paddle wheel or water wheel",
21826,noun,"the vertical blade on a rudder",
21827,noun,"a hand tool with a thin flexible blade used to mix or spread soft substances",
21828,noun,"a turner with a narrow flexible blade",
21829,noun,"and edge tool having two crossed pivoting blades",
21830,noun,"garden tool for mowing grass on lawns",
21831,noun,"the blade of a knife",
21832,noun,"a blade that has very sharp edge",
21833,noun,"the sharp cutting side of the blade of a knife",
21834,adjective,"having a blade or blades; often used in combination; ""a single-bladed leaf""; ""narrow-bladed grass""",
21835,adjective,"composed of thin flat plates resembling a knife blade; ""bladed arsenopyrite""",
21836,adjective,"of relatively small extent from one surface to the opposite or in cross section; ""thin wire""; ""a thin chiffon blouse""; ""a thin book""; ""a thin layer of paint""",
21837,noun,"the branch of science that studies the formation and structure of crystals",
21838,adjective,"of bluish-black or grey-blue",
21839,noun,"an inflammatory swelling or sore",
21840,noun,"an open skin infection",
21841,noun,"inflammation of the hands and feet caused by exposure to cold and moisture",
21842,adjective,"deserving blame or censure as being wrong or evil or injurious; ""blameworthy if not criminal behavior""; ""censurable misconduct""; ""culpable negligence""",
21843,adjective,"responsible for or chargeable with a reprehensible act; or marked by guilt; ""guilty of murder""; ""the guilty person""; ""secret guilty deeds""; ""a guilty conscience""; ""guilty behavior""",
21844,adjective,"expletives used informally as intensifiers; ""he's a blasted idiot""; ""it's a blamed shame""; ""a blame cold winter""; ""not a blessed dime""; ""I'll be damned (or blessed or darned or goddamned) if I'll do any such thing""; ""he's a damn (or goddam or goddamned) fool""; ""a deuced idiot""; ""an infernal nuisance""",
21845,verb,"harass with constant criticism; ""Don't always pick on your little brother""",
21846,noun,"an accusation that incriminates yourself",
21847,noun,"a reproach for some lapse or misdeed; ""he took the blame for it""; ""it was a bum rap""",
21848,noun,"a mild rebuke or criticism; ""words of reproach""",
21849,adjective,"free of guilt; not subject to blame; ""has lived a blameless life""; ""of irreproachable character""; ""an unimpeachable reputation""",
21850,adjective,"free from evil or guilt; ""an innocent child""; ""the principle that one is innocent until proved guilty""",
21851,verb,"turn pale, as if in fear",
21852,verb,"cook (vegetables) briefly; ""Parboil the beans before freezing them""",
21853,adjective,"lacking taste or flavor or tang; ""a bland diet""; ""insipid hospital food""; ""flavorless supermarket tomatoes""; ""vapid beer""; ""vapid tea""",
21854,adjective,"lacking flavor",
21855,adjective,"lacking stimulating characteristics; uninteresting; ""a bland little drama""; ""a flat joke""",
21856,adjective,"not stimulating",
21857,adjective,"smoothly agreeable and courteous with a degree of sophistication; ""he was too politic to quarrel with so important a personage""; ""the hostess averted a confrontation between two guests with a diplomatic change of subject""; ""the manager pacified the customer with a smooth apology for the error""; ""affable, suave, moderate men...smugly convinced of their respectability"" - Ezra Pound",
21858,adjective,"skilled in dealing with sensitive matters or people",
21859,verb,"use flattering talk on somebody",
21860,verb,"treat gingerly or carefully; ""You have to stroke the boss""",
21861,verb,"try to gain favor by cringing or flattering; ""He is always kowtowing to his boss""",
21862,verb,"flatter with the intention of getting something",
21863,noun,"flattery intended to persuade",
21864,noun,"the act of urging by means of teasing or flattery",
21865,noun,"the act of gaining acceptance or affection for yourself by persuasive and subtle blandishments; ""she refused to use insinuation in order to gain favor""",
21866,adjective,"(of a surface) not written or printed on; ""blank pages""; ""fill in the blank spaces""; ""a clean page""; ""wide white margins""",
21867,adjective,"void of expression; ""a blank stare""",
21868,adjective,"not inclined to talk or give information or express opinions",
21869,adjective,"not charged with a bullet; ""a blank cartridge""",
21870,adjective,"(of weapons) not charged with ammunition; ""many people are killed by guns thought to be unloaded""",
21871,verb,"keep the opposing (baseball) team from winning",
21872,verb,"prevent from doing something or being in a certain state; ""We must prevent the cancer from spreading""; ""His snoring kept me from falling asleep""; ""Keep the child from eating the marbles""",
21873,noun,"a blank character used to separate successive words in writing or printing; ""he said the space is the most important character in the alphabet""",
21874,noun,"a substitute for a taboo word; ""I hit the blank blank car""",
21875,noun,"a blank gap or missing part",
21876,noun,"a narrow opening; ""he opened the window a crack""",
21877,noun,"a piece of material ready to be made into something",
21878,noun,"a cartridge containing an explosive charge but no bullet",
21879,noun,"freedom to do as you see fit; ""many have doubts about giving him a free hand to attack""",
21880,noun,"a check that has been signed but with the amount payable left blank",
21881,noun,"a book issued to holders of checking accounts",
21882,noun,"an endorsement on commercial paper naming no payee and so payable to the bearer",
21883,noun,"a signature that validates something; ""the cashier would not cash the check without an endorsement""",
21884,noun,"unrhymed verse (usually in iambic pentameter)",
21885,adjective,"broad in scope or content; ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against human-rights violators""; ""an invention with broad applications""; ""a panoptic study of Soviet nationality""- T.G.Winner; ""granted him wide powers""",
21886,adjective,"including all or everything; ""comprehensive coverage""; ""a comprehensive history of the revolution""; ""a comprehensive survey""; ""a comprehensive education""",
21887,verb,"cover as if with a blanket; ""snow blanketed the fields""",
21888,verb,"form a blanket-like cover (over)",
21889,noun,"a blanket knitted or crocheted in strips or squares; sometimes used as a shawl",
21890,noun,"a blanket containing and electric heating element that can be controlled to the desired temperature by a rheostat",
21891,noun,"a thick plaid blanket formerly used in the northwestern United States",
21892,noun,"a blanket that is used as a cloak or shawl",
21893,noun,"a blanket (or toy) that a child carries around in order to reduce anxiety",
21894,noun,"anything that covers; ""there was a blanket of snow""",
21895,noun,"a nuclear reactor that produces more fissile material than it burns",
21896,verb,"make a strident sound; ""She tended to blast when speaking into a microphone""",
21897,verb,"make a loud noise; ""The horns of the taxis blared""",
21898,verb,"play (a musical instrument) casually; ""the saxophone player was tootling a sad melody""",
21899,noun,"a loud harsh or strident noise",
21900,verb,"influence or urge by gentle urging, caressing, or flattering; ""He palavered her into going along""",
21901,verb,"persuade someone through flattery",
21902,verb,"discourage or frighten with threats or a domineering manner; intimidate",
21903,noun,"flattery designed to gain favor",
21904,adjective,"very sophisticated especially because of surfeit; versed in the ways of the world; ""the blase traveler refers to the ocean he has crossed as `the pond'""; ""the benefits of his worldly wisdom""",
21905,adjective,"having or appealing to those having worldly knowledge and refinement and savoir-faire; ""sophisticated young socialites""; ""a sophisticated audience""; ""a sophisticated lifestyle""; ""a sophisticated book""",
21906,adjective,"uninterested because of frequent exposure or indulgence; ""his blase indifference""; ""a petulant blase air""; ""the bored gaze of the successful film star""",
21907,adjective,"nonchalantly unconcerned; ""a blase attitude about housecleaning""",
21908,adjective,"lacking in interest or care or feeling; ""the average American...is unconcerned that his or her plight is the result of a complex of personal and economic and governmental actions...beyond the normal citizen's comprehension and control""; ""blithely unconcerned about his friend's plight""",
21909,verb,"utter obscenities or profanities; ""The drunken men were cursing loudly in the street""",
21910,verb,"articulate; either verbally or with a cry, shout, or noise; ""She expressed her anger""; ""He uttered a curse""",
21911,verb,"speak of in an irreverent or impious manner; ""blaspheme God""",
21912,verb,"discuss or mention; ""They spoke of many things""",
21913,noun,"a person who speaks disrespectfully of sacred things",
21914,noun,"a person who does not manifest devotion to a deity",
21915,noun,"someone who uses profanity",
21916,adjective,"grossly irreverent toward what is held to be sacred; ""blasphemous rites of a witches' Sabbath""; ""profane utterances against the Church""; ""it is sacrilegious to enter with shoes on""",
21917,adjective,"characterized by profanity or cursing; ""foul-mouthed and blasphemous""; ""blue language""; ""profane words""",
21918,noun,"blasphemous language (expressing disrespect for God or for something sacred)",
21919,noun,"vulgar or irreverent speech or action",
21920,noun,"blasphemous behavior; the act of depriving something of its sacred character; ""desecration of the Holy Sabbath""",
21921,noun,"a disrespectful act",
21922,verb,"hit hard; ""He smashed a 3-run homer""",
21923,verb,"use explosives on; ""The enemy has been shelling us all day""",
21924,verb,"bombard with heavy shells",
21925,noun,"a strong current of air; ""the tree was bent almost double by the gust""",
21926,noun,"a violent gusty wind",
21927,noun,"a blast of wind laden with sand",
21928,noun,"a short light gust of air",
21929,noun,"an explosion (as of dynamite)",
21930,noun,"the explosion of a bomb",
21931,noun,"a highly pleasurable or exciting experience; ""we had a good time at the party""; ""celebrating after the game was a blast""",
21932,noun,"a furnace for smelting of iron from iron oxide ores; combustion is intensified by a blast of air",
21933,noun,"a factory where steel is made",
21934,noun,"an enclosed chamber in which heat is produced to heat buildings, destroy refuse, smelt or refine ores, etc.",
21935,verb,"launch with great force; ""the rockets were blasted off""",
21936,verb,"propel with force; ""launch the space shuttle""; ""Launch a ship""",
21937,noun,"theory that inherited characteristics are transmitted by germ plasm",
21938,noun,"the property of being both obvious and offensive; ""the blatancy of his attempt to whitewash the crime was unforgivable""",
21939,noun,"the property of being easy to see and understand",
21940,noun,"the quality of being offensive",
21941,adjective,"without any attempt at concealment; completely obvious; ""blatant disregard of the law""; ""a blatant appeal to vanity""; ""a blazing indiscretion""",
21942,adjective,"not concealed or hidden; ""her unconcealed hostility poisoned the atmosphere""; ""watched with unconcealed curiosity""",
21943,adjective,"conspicuously and offensively loud; given to vehement outcry; ""blatant radios""; ""a clamorous uproar""; ""strident demands""; ""a vociferous mob""",
21944,adjective,"full of or characterized by loud and nonmusical sounds; ""a noisy cafeteria""; ""a small noisy dog""",
21945,noun,"foolish gibberish",
21946,verb,"shoot rapidly and repeatedly; ""He blazed away at the men""",
21947,verb,"fire a shot",
21948,verb,"burn brightly and intensely; ""The summer sun alone can cause a pine to blaze""",
21949,verb,"undergo combustion; ""Maple wood burns well""",
21950,verb,"move rapidly and as if blazing; ""The spaceship blazed out into space""",
21951,verb,"leave; ""The family took off for Florida""",
21952,verb,"indicate by marking trees with blazes; ""blaze a trail""",
21953,noun,"a strong flame that burns brightly; ""the blaze spread rapidly""",
21954,noun,"the process of combustion of inflammable materials producing heat and light and (often) smoke; ""fire was one of our ancestors' first discoveries""",
