ID,POS,Gloss
73335,noun,"red hardwood of the Philippine mahogany tree used for cigar boxes and interior finish",
73336,noun,"fragrant wood much used for cigar boxes",
73337,noun,"tropical trees and shrubs including many important timber and ornamental trees",
73338,noun,"tropical American tree yielding fragrant wood used especially for boxes",
73339,noun,"African tree having rather lightweight cedar-scented wood varying in color from pink to reddish brown",
73340,noun,"African tree having hard heavy odorless wood",
73341,noun,"mahogany tree of West Indies",
73342,noun,"an important Central American mahogany tree",
73343,noun,"Philippine timber tree having hard red fragrant wood",
73344,noun,"a mountain mahogany",
73345,noun,"(Greek mythology) a maiden seduced by Zeus; when Hera was about to discover them together Zeus turned her into a white heifer",
73346,noun,"cosmopolitan genus of ferns: maidenhair ferns; in some classification systems placed in family Polypodiaceae or Adiantaceae",
73347,noun,"delicate maidenhair fern with slender shining black leaf stalks; cosmopolitan",
73348,noun,"hardy palmately branched North American fern with divergent recurved branches borne on lustrous dark reddish stipes",
73349,noun,"delicate endemic Bermudian fern with creeping rootstock",
73350,noun,"tropical American fern with broad pinnae; widely cultivated",
73351,verb,"send via the postal service; ""I'll mail you the check tomorrow""",
73352,verb,"send by special mail that goes through diplomatic channels",
73353,verb,"send by registered mail; ""I'd like to register this letter""",
73354,verb,"send by express mail or courier; ""Express-mail the documents immediately""",
73355,noun,"postal service that handles packages",
73356,noun,"mail consisting of large numbers of identical items (circulars or advertisements) sent to individual addresses at less than 1st-class rates and paid for in one lot",
73357,noun,"mail consisting of printed matter qualifying for reduced postal rates",
73358,noun,"mail that is sent by air transport",
73359,noun,"mail that is sent by land or sea",
73360,noun,"mail that is registered by the post office when sent in order to assure safe delivery",
73361,noun,"mail that is delivered by a special carrier (for an additional charge)",
73362,noun,"any mail that is physically delivered by the postal service; ""email is much faster than snail mail""",
73363,noun,"mail sent to public figures from their admirers; ""he hired someone to answer his fan mail""",
73364,noun,"mail that expresses the writer's dislike or hatred (usually in offensive language)",
73365,noun,"mail sent by a sender at one time; ""the candidate sent out three large mailings""",
73366,noun,"a purchase negotiated by mail",
73367,noun,"pouch used in the shipment of mail",
73368,noun,"a mail pouch that is sealed shut and that is used to carry communications between a legation and its home office",
73369,noun,"public box for deposit of mail",
73370,noun,"a mailer for airmail",
73371,noun,"tights for dancers or gymnasts",
73372,noun,"a main that distributes gas",
73373,noun,"a main in a sewage system",
73374,noun,"main (a pipe or conduit) for conveying water",
73375,noun,"yard for a square mainsail",
73376,noun,"a long horizontal spar tapered at the end and used to support and spread a square sail or lateen",
73377,noun,"a mainframe computer that is one of the most powerful available at a given time",
73378,noun,"the chief mast of a sailing vessel with two or more masts",
73379,noun,"a square mainsail",
73380,noun,"shroud that is part of a ship's rigging",
