ID,POS,Gloss
47569,adjective,"made wider or larger in all dimensions; ""a dilated pupil""",
47570,adjective,"increased in extent or size or bulk or scope",
47571,noun,"a lengthy discussion (spoken or written) on a particular topic",
47572,noun,"a muscle or nerve that dilates or widens a body part",
47573,noun,"a drug that causes dilation",
47574,noun,"a drug that causes dilation of blood vessels",
47575,noun,"a surgical instrument that is used to dilate or distend an opening or an organ",
47576,adjective,"inclined to waste time and lag behind",
47577,adjective,"wasting time",
47578,noun,"state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options",
47579,noun,"(psychology) an unresolvable dilemma; situation in which a person receives contradictory messages from a person who is very powerful",
47580,adjective,"showing frivolous or superficial interest; amateurish; ""his dilettantish efforts at painting""",
47581,noun,"conscientiousness in paying proper attention to a task; giving the degree of care required in a given situation",
47582,noun,"the trait of being painstaking and careful",
47583,noun,"the quality of being constantly diligent and attentive",
47584,noun,"diligent study",
47585,adjective,"quietly and steadily persevering especially in detail or exactness; ""a diligent (or patient) worker""; ""with persevering (or patient) industry she revived the failing business""",
47586,adjective,"enduring trying circumstances with even temper or characterized by such endurance; ""a patient smile""; ""was patient with the children""; ""an exact and patient scientist""; ""please be patient""",
47587,adjective,"characterized by hard work and perseverance",
47588,noun,"aromatic Old World herb having aromatic threadlike foliage and seeds used as seasoning",
47589,noun,"aromatic threadlike foliage of the dill plant used as seasoning",
47590,noun,"seed of the dill plant used as seasoning",
47591,adjective,"overly diluted; thin and insipid; ""washy coffee""; ""watery milk""; ""weak tea""",
47592,adjective,"(of coffee) having cream or milk added",
47593,noun,"a diluted solution",
47594,adjective,"lacking clarity or distinctness; ""a dim figure in the distance""; ""only a faint recollection""; ""shadowy figures in the gloom""; ""saw a vague outline of a building through the fog""; ""a few wispy memories of childhood""",
47595,adjective,"made dim or less bright; ""the dimmed houselights brought a hush of anticipation""; ""dimmed headlights""; ""we like dimmed lights when we have dinner""",
47596,adjective,"used of headlights; ""following with low-beam headlights""",
47597,verb,"switch (a car's headlights) from a higher to a lower beam",
47598,verb,"indicate the dimensions on; ""These techniques permit us to dimension the human heart""",
47599,verb,"shape or form to required dimensions",
47600,noun,"the dimension through an object as opposed to its length or width",
47601,noun,"relatively small dimension through an object as opposed to its length or width; ""the tenuity of a hair""; ""the thinness of a rope""",
47602,noun,"the vertical dimension of extension; distance from the base of something to the top",
47603,noun,"the dimension whereby a solid object differs from a two-dimensional drawing of it",
47604,noun,"the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event",
47605,noun,"one of three Cartesian coordinates that determine a position in space",
47606,noun,"magnitude or extent; ""a building of vast proportions""",
47607,adjective,"impaired by diminution",
47608,adjective,"(of musical intervals) reduction by a semitone of any perfect or minor musical interval; ""a diminished fifth""",
47609,adjective,"made to seem smaller or less (especially in worth); ""her comments made me feel small""",
47610,noun,"(music) a gradual decrease in loudness",
47611,noun,"a sound property that is free from loudness or stridency; ""and in softness almost beyond hearing""",
47612,noun,"the statement of a theme in notes of lesser duration (usually half the length of the original)",
47613,noun,"a word that is formed with a suffix (such as -let or -kin) to indicate smallness",
47614,noun,"a rheostat that varies the current through an electric light in order to control the level of illumination",
47615,noun,"resistor for regulating current",
47616,noun,"the state of being poorly illuminated",
47617,noun,"the property of lights or sounds that lack brilliance or are reduced in intensity",
47618,noun,"a lack of visual brightness; ""the brightness of the orange sky was reflected in the dullness of the orange sea""",
47619,noun,"the quality of being dim or lacking contrast",
47620,noun,"the quality of being indistinct and without sharp outlines",
47621,verb,"mark with, or as if with, dimples; ""drops dimpled the smooth stream""",
47622,verb,"produce dimples while smiling; ""The child dimpled up to the adults""",
47623,verb,"instill (into a person) by constant repetition; ""he dinned the lessons into his students""",
