ID,POS,Gloss
27749,noun,"inability to produce hybrids that are both viable and fertile",
27750,noun,"the state of being unable to produce offspring; in a woman it is an inability to conceive; in a man it is an inability to impregnate",
27751,noun,"the study of the operation of factors causing degeneration in the type of offspring produced",
27752,noun,"poor handwriting",
27753,noun,"something written by hand; ""she recognized his handwriting""; ""his hand was illegible""",
27754,noun,"cramped or illegible handwriting",
27755,noun,"an illegible scrawl; ""his signature was just a squiggle but only he could make that squiggle""",
27756,adjective,"having an unpleasant sound; ""as cacophonous as a henyard""- John McCarten",
27757,adjective,"like the cackles or squawks a hen makes especially after laying an egg",
27758,adjective,"like the sounds of frogs and crows; ""a guttural voice""; ""acres of guttural frogs""",
27759,adjective,"unpleasantly harsh or grating in sound; ""a gravelly voice""",
27760,adjective,"deep and harsh sounding as if from shouting or illness or emotion; ""gruff voices""; ""the dog's gruff barking""; ""hoarse cries""; ""makes all the instruments sound powerful but husky""- Virgil Thomson",
27761,adjective,"like the discordant ringing of nonmusical metallic objects striking together; ""cowboys with jangling spurs""",
27762,adjective,"making or causing a harsh and irritating sound; ""the jarring noise of the iron gate scraping on the sidewalk""",
27763,adjective,"loud and sharp; ""the piercing shriek of sirens""",
27764,adjective,"unpleasantly loud and harsh",
27765,adjective,"resembling a sound of violent tearing as of something ripped apart or lightning splitting a tree; ""the tree split with a great ripping sound""; ""heard a rending roar as the crowd surged forward""",
27766,noun,"loud confusing disagreeable sounds",
27767,noun,"disagreeable sounds",
27768,noun,"any succulent plant of the family Cactaceae native chiefly to arid regions of the New World and usually having spines",
27769,noun,"constituting the order Opuntiales",
27770,noun,"a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs",
27771,noun,"cactus of the southwestern United States and northern Mexico having edible juicy fruit",
27772,noun,"commonly cultivated tropical American cactus having slender creeping stems and very large showy crimson flowers that bloom for several days",
27773,noun,"usually unbranched usually spineless cactus covered with warty tubercles and having magenta flowers and white or green fruit; resembles the related mescal; northeastern Mexico and southwestern United States",
27774,noun,"extremely large treelike cactus of desert regions of southwestern United States having a thick columnar sparsely branched trunk bearing white flowers and edible red pulpy fruit",
27775,noun,"any of several cacti of the genus Cereus",
27776,noun,"a cactus of the genus Coryphantha",
27777,noun,"any cactus of the genus Echinocactus; strongly ribbed and very spiny; southwestern United States to Brazil",
27778,noun,"cactus of the genus Echinocereus",
27779,noun,"a stout cylindrical cactus of the southwest United States and adjacent Mexico",
27780,noun,"any cactus of the genus Epiphyllum having flattened jointed irregularly branching stems and showy tubular flowers",
27781,noun,"a cactus of the genus Ferocactus: unbranched barrel-shaped cactus having deep ribs with numerous spines and usually large funnel-shaped flowers followed by dry fruits",
27782,noun,"spring-blooming South American cactus with oblong joints and coral-red flowers; sometimes placed in genus Schlumbergera",
27783,noun,"any of several cacti of the genus Hylocereus",
27784,noun,"tall treelike Mexican cactus with edible red fruit",
27785,noun,"a small spineless globe-shaped cactus; source of mescal buttons",
27786,noun,"any cactus of the genus Mammillaria",
27787,noun,"a low tuberculate cactus with white feathery spines; northeastern Mexico",
27788,noun,"arborescent cactus of western Mexico bearing a small oblong edible berrylike fruit",
27789,noun,"small clustering cactus of southwestern United States; a threatened species",
27790,noun,"any of several cacti of the genus Nopalea resembling prickly pears",
27791,noun,"cacti having spiny flat joints and oval fruit that is edible in some species; often used as food for stock",
27792,noun,"arborescent cacti having very spiny cylindrical stem segments; southwestern United States and Mexico",
27793,noun,"a plant of the genus Rhipsalis",
27794,noun,"epiphytic cactus of Brazilian ancestry widely cultivated as a houseplant having jointed flat segments and usually rose-purple flowers that bloom in winter",
27795,noun,"any of several night-blooming cacti of the genus Selenicereus",
27796,noun,"South American jointed cactus with usually red flowers; often cultivated as a houseplant; sometimes classified as genus Schlumbergera",
27797,noun,"someone who is morally reprehensible; ""you dirty dog""",
27798,noun,"a wicked or evil person; someone who does evil deliberately",
27799,noun,bounder,
27800,noun,"software used in art and architecture and engineering and manufacturing to assist in precision drawing",
27801,noun,"(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory; ""the market for software is expected to expand""",
27802,noun,"a public register showing the details of ownership and value of land; made for the purpose of taxation",
27803,noun,"an official written record of names or events or transactions",
27804,noun,"the remains of a dead body after cremation",
27805,verb,"act as a caddie and carry clubs for a player",
27806,adjective,"offensively discourteous",
27807,noun,"a can for storing tea",
27808,noun,"airtight sealed metal container for food or drink or paint etc.",
27809,noun,"the close of a musical section",
27810,noun,"a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic",
27811,noun,"a recurrent rhythmical series",
27812,noun,"the rhythmic property imparted by the accents and relative durations of notes in a piece of music",
27813,noun,"a brilliant solo passage occuring near the end of a piece of music",
27814,noun,"a small unit serving as part of or as the nucleus of a larger political movement",
27815,noun,"a group of people working together to achieve a political goal",
27816,noun,"a unit with political responsibilities",
27817,noun,"a cell of sleepers; ""an al-Qaeda sleeper cell may have used Arizona as its base""",
27818,noun,"a cell of terrorists (usually 3 to 5 members); ""to insure operational security the members of adjacent terrorist cells usually don't know each other or the identity of their leadership""",
27819,noun,"a small group of indispensable persons or things; ""five periodicals make up the core of their publishing program""",
27820,noun,"an insignia used by the medical profession; modeled after the staff of Hermes",
27821,adjective,"(of teeth, antlers, etc.) being shed at the end of a period of growth; ""deciduous teeth""",
27822,noun,"conqueror of Gaul and master of Italy (100-44 BC)",
27823,noun,"United States comedian who pioneered comedy television shows (born 1922)",
27824,noun,"the delivery of a fetus by surgical incision through the abdominal wall and uterus (from the belief that Julius Caesar was born that way)",
27825,noun,"surgical incision into the uterus (as in cesarean section)",
27826,noun,"a break or pause (usually for sense) in the middle of a verse line",
27827,noun,"a small restaurant where drinks and snacks are sold",
27828,noun,"a cafe whose customers sit at computer terminals and log on to the internet while they eat and drink",
27829,noun,"a cafe where espresso is served",
27830,noun,"a small (and usually shabby) cafe selling wine and beer and coffee",
27831,noun,"a woman's dress style that imitates the caftan cloaks worn by men in the Near East",
27832,noun,"a (cotton or silk) cloak with full sleeves and sash reaching down to the ankles; worn by men in the Levant",
27833,verb,"confine in a cage; ""The animal was caged""",
27834,noun,"an enclosure made or wire or metal bars in which birds or animals can be kept",
27835,noun,"a cage in which a bird can be kept",
27836,noun,"a cage (usually made of wood and wire mesh) for small animals",
27837,noun,"cage with a cylindrical framework that rotates as a small animal runs inside it",
27838,noun,"something that restricts freedom as a cage restricts movement",
27839,noun,"the state of being physically constrained; ""dogs should be kept under restraint""",
27840,noun,"a cage from which there is no escape",
27841,noun,"United States composer of avant-garde music (1912-1992)",
27842,noun,"the net that is the goal in ice hockey",
27843,noun,"a goal lined with netting (as in soccer or hockey)",
27844,noun,"a movable screen placed behind home base to catch balls during batting practice",
27845,adjective,"showing self-interest and shrewdness in dealing with others; ""a cagey lawyer""; ""too clever to be sound""",
27846,adjective,"characterized by great cautious and wariness; ""a cagey avoidance of a definite answer""; ""chary of the risks involved""; ""a chary investor""",
27847,adjective,"showing careful forethought; ""reserved and cautious; never making swift decisions""; ""a cautious driver""",
27848,noun,"collusion; ""in cahoots with""",
27849,noun,"a mound of stones piled up as a memorial or to mark a boundary or path",
27850,noun,"small rough-haired breed of terrier from Scotland",
27851,noun,"an ornamental sunken panel in a ceiling or dome",
27852,noun,"sheet that forms a distinct (usually flat) section or component of something",
27853,noun,"a chest to hold ammunition",
27854,noun,"large watertight chamber used for construction under water",
27855,noun,"a natural or artificial enclosed space",
27856,adjective,"despicably mean and cowardly",
27857,noun,"a cowardly and despicable person",
27858,verb,"form a coat over; ""Dirt had coated her face""",
27859,noun,"small flat mass of chopped food",
