ID,POS,Gloss
67389,noun,"an industry that is growing rapidly",
67390,noun,"an industry devoted to manufacturing and selling and installing lighting",
67391,noun,"an industry that manufacturers weapons of war",
67392,noun,"an industry that produces and delivers oil and oil products",
67393,noun,"an industry that manufactures plastic articles",
67394,noun,"the securities markets in the aggregate; ""the market always frustrates the small investor""",
67395,noun,"an industry that provides services rather than tangible objects",
67396,noun,"an industry that builds ships",
67397,noun,"an industry that manufactures and sells shoes",
67398,noun,"an industry that produces signs",
67399,noun,"the industry that makes steel and steel products",
67400,noun,"an industry that manufactures and sells products containing tobacco",
67401,noun,"an industry that manufactures and sells toys for children",
67402,noun,"an industry that provides transportation for commercial products",
67403,noun,"small-scale industry that can be carried on at home by family members using their own equipment",
67404,adjective,"not safe to eat",
67405,adjective,"too sacred to be uttered; ""the ineffable name of the Deity""",
67406,adjective,"lacking necessary force for effectiveness; ""a toothless piece of legislation""",
67407,adjective,"not producing desired results; ""the talks between labor and management were unproductive""",
67408,noun,"a lack of efficacy",
67409,noun,"unskillfulness resulting from a lack of efficiency",
67410,adjective,"inefficient in use of time and effort and materials; ""a clumsy and wasteful process""; ""wasteful duplication of effort""; ""uneconomical ebb and flow of power""",
67411,adjective,"resistant to being bent; ""an inflexible iron bar""; ""an inflexible knife blade"";",
67412,adjective,"not resilient",
67413,adjective,"lacking in elasticity or vitality; ""went off with springless steps""",
67414,noun,"a lack of elegance as a consequence of wearing threadbare or dirty clothing",
67415,noun,"an informal, homely, outdoor look characteristic of those who wear tweeds",
67416,noun,"an unpolished unrefined quality; ""the crudeness of frontier dwellings depressed her""",
67417,noun,"inelegance by virtue of being an uncouth boor",
67418,noun,"lack of elegance as a consequence of being pompous and puffed up with vanity",
67419,adjective,"not eligible; ""ineligible to vote""; ""ineligible for retirement benefits""",
67420,adjective,"disqualified by law or rule or provision",
67421,adjective,"not worthy of being chosen (especially as a spouse)",
67422,adjective,"having no right or entitlement; ""a distinction to which he was unentitled""",
67423,adjective,"impossible to avoid or evade:""inescapable conclusion""; ""an ineluctable destiny""; ""an unavoidable accident""",
67424,adjective,"revealing lack of perceptiveness or judgment or finesse; ""an inept remark""; ""it was tactless to bring up those disagreeable""",
67425,noun,"unskillfulness resulting from a lack of training",
67426,noun,"ineptitude or awkwardness as a consequence of age or lack of practice; ""his rustiness showed when he was asked to speed up""",
67427,noun,"worthlessness due to being feeble and ineffectual",
67428,noun,"worthlessness due to insignificance",
67429,noun,"having none of the properties that endow something with value",
67430,noun,"the quality of being cheaply imitative of something better",
67431,noun,"the quality of being valueless or futile; ""he rejected the vanities of the world""",
67432,noun,"not interchangeable",
67433,noun,"the quality of being unbalanced",
67434,noun,"the practice of being unjust or unfair",
67435,adjective,"not capable of being expunged; ""the inexpungible scent of a bottle of perfume he had broken""- Louis Auchincloss",
67436,adjective,"incapable of extermination or extirpation; ""some weeds seem inextirpable""",
67437,adjective,"not liable to error; ""the Church was...theoretically inerrant and omnicompetent""-G.G.Coulton; ""lack an inerrant literary sense""; ""an unerring marksman""",
67438,adjective,"unable to move or resist motion",
67439,noun,"(physics) the tendency of a body to maintain is state of rest or uniform motion unless acted upon by an external force",
67440,noun,"the tendency of a body to resist angular acceleration",
67441,adjective,"not of prime or central importance; ""nonessential to the integral meanings of poetry""- Pubs.MLA",
67442,adjective,"not absolutely necessary",
67443,adjective,"unavoidably determined by prior circumstances; ""the necessary consequences of one's actions""",
67444,adjective,"invariably occurring or appearing; ""the inevitable changes of the seasons""",
67445,adjective,"an indefinite quantity more than that specified; ""invited 30-odd guests""",
67446,adjective,"(mathematics) expressed to the nearest integer, ten, hundred, or thousand; ""in round numbers""",
67447,noun,"the quality of lacking precision",
67448,adjective,"not excusable",
67449,adjective,"that cannot be entirely consumed or used up; ""an inexhaustible supply of coal""",
67450,adjective,"incapable of being entirely consumed or used up; ""an inexhaustible supply of coal""",
67451,adjective,"capable of being renewed; replaceable; ""renewable energy such as solar energy is theoretically inexhaustible""",
67452,adjective,"always able to supply more; ""an unfailing source of good stories""; ""a subject of unfailing interest""",
67453,noun,"mercilessness characterized by an unwillingness to relent or let up; ""the relentlessness or their pursuit""",
67454,noun,"inhumaneness evidenced by an unwillingness to be kind or forgiving",
67455,adjective,"incapable of being atoned for",
67456,adjective,"not permitting extrication; incapable of being disentangled or untied; ""an inextricable knot""; ""inextricable unity""",
67457,adjective,"not capable of being resolved; ""unresolvable confusion""",
67458,noun,"the state of being known for some unfavorable act or quality",
67459,noun,"a person who murders an infant",
67460,noun,"an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord",
67461,noun,"a form of infantilism characterized by physical underdevelopment but normal intelligence",
67462,noun,"infantile behavior in mature persons",
67463,noun,"localized necrosis resulting from obstruction of the blood supply",
67464,noun,"destruction of heart tissue resulting from obstruction of the blood supply to the heart muscle",
67465,noun,"foolish and usually extravagant passion or love or admiration",
67466,noun,"an object of extravagant short-lived passion",
67467,verb,"infect (an infected cell) further or infect a cell already containing similar organisms",
67468,noun,"an infestation with or a resulting infection caused by the pinworm Enterobius vermicularis; occurs especially in children",
67469,noun,"an infection that is acquired at a hospital or other healthcare facility",
67470,noun,"any infection caused by a microorganism that does not normally cause disease in humans; occurs in persons with abnormally functioning immune systems (as AIDS patients or transplant patients receiving immunosuppressive drugs)",
67471,noun,"infection in the tissues adjacent to a nail on a finger or toe",
67472,noun,"any infection of the respiratory tract",
67473,noun,"a contagious skin infection caused by the itch mite; characterized by persistent itching and skin irritation; ""he has a bad case of the itch""",
67474,noun,"an infestation with or a resulting infection caused by a parasite of the genus Schistosoma; common in the tropics and Far East; symptoms depend on the part of the body infected",
67475,noun,"an infection of the oral pharynx and tonsils by streptococcus",
67476,noun,"an infection of the sebaceous gland of the eyelid",
67477,noun,"infection that occurs while you are being treated for another infection",
67478,noun,"secondary infection caused by an opportunistic infection",
67479,noun,"intestinal infection by a species of parasitic tapeworm; usually the result of eating inadequately cooked meat or fish",
67480,noun,"an acute and serious infection of the central nervous system caused by bacterial infection of open wounds; spasms of the jaw and laryngeal muscles may occur during the late stages",
67481,noun,"infection caused by parasites transmitted to humans from infected cats; if contracted by a pregnant woman it can result in serious damage to the fetus",
67482,noun,"infection by a virus that is pathogenic to humans",
67483,noun,"a local infection induced in humans by inoculation with the virus causing cowpox in order to confer resistance to smallpox; normally lasts three weeks and leaves a pitted scar",
67484,noun,"(phonetics) the alteration of a speech sound under the influence of a neighboring sound",
67485,noun,"(medicine) the invasion of the body by pathogenic microorganisms and their multiplication which can lead to tissue damage and disease",
67486,noun,"(medicine) the development and spread of an infectious disease (especially one caused by a fungus)",
67487,noun,"(international law) illegality that taints or contaminates a ship or cargo rendering it liable to seizure",
67488,noun,"unlawfulness by virtue of violating some legal statute",
67489,adjective,"caused by infection or capable of causing infection; ""viruses and other infective agents""; ""a carrier remains infective without himself showing signs of the disease""",
67490,adjective,"that infects or taints",
67491,adjective,"able to cause disease; ""infective agents""; ""pathogenic bacteria""",
67492,adjective,"detrimental to good health; ""unhealthful air pollution""; ""unhealthful conditions in old apartments with peeling lead-based paint""",
67493,adjective,"unsuitable or regrettable; ""an unfortunate choice of words""; ""an unfortunate speech""",
67494,adjective,"marked by or producing unhappiness; ""infelicitous circumstances""; ""unhappy caravans, straggling afoot through swamps and canebrakes""- American Guide Series",
67495,noun,"inappropriate and unpleasing manner or style (especially manner or style of expression)",
67496,noun,"the quality of being not particularly suitable or befitting; ""he retracted nothing that he had said about the inappropriateness of either a corporeal God or a God who is a person""; ""his praise released from her loud protestations of her unworthiness""",
67497,adjective,"fairly poor to not very good; ""has an indifferent singing voice""; ""has indifferent qualifications for the job""",
67498,adjective,"at a low level in rank or importance; ""a low-level job""; ""low-level discussions""",
67499,adjective,"intermediate in rank or position; ""middle-level management""",
67500,adjective,"decisively surpassed by something else so as to appear to be of a lower class",
67501,adjective,"made coarse or crude by lack of skill",
67502,adjective,"(usually preceded by `no') lower in quality; ""no less than perfect""",
67503,adjective,"of inferior quality",
67504,adjective,"moderate to inferior in quality; ""they improved the quality from mediocre to above average""",
67505,adjective,"inferior in size or quality; ""scrawny cattle""; ""scrubby cut-over pine""; ""old stunted thorn trees""",
67506,adjective,"of inferior status or quality; ""a second-class citizen""; ""second-class accommodations""",
67507,adjective,"of lesser quality than second-rate",
67508,adjective,"used of beef; usable but inferior",
67509,adjective,"inferior in rank or status; ""the junior faculty""; ""a lowly corporal""; ""petty officialdom""; ""a subordinate functionary""",
67510,adjective,"written or printed below and to one side of another character",
67511,noun,"the state of being inferior",
67512,noun,"a position of inferior status; low in station or rank or fortune or estimation",
67513,noun,"a secondary or inferior position or status; ""tennis has had to take a backseat while his work is so demanding""",
67514,noun,"a position of relative inferiority; ""an achievement that puts everything else in the shade""; ""his brother's success left him in the shade""",
67515,noun,"secondary importance",
67516,noun,"the quality of being poorly made or maintained; ""she was unrecognizable because of the poorness of the photography""",
67517,noun,"the property of being stunted and inferior in size or quality; ""the scrawniness of sickly trees""",
67518,noun,"not the highest quality in a classification",
67519,noun,"the quality of being poor and inferior and sorry; ""he has compiled a record second to none in its wretchedness""",
67520,adjective,"of or relating to or characteristic of Hades or Tartarus",
67521,adjective,"hellish; ""Hence loathed Melancholy.../In Stygian cave forlorn""- Milton",
67522,adjective,"made infertile",
67523,adjective,"not having been fertilized; ""an unfertilized egg""",
67524,noun,"the state (usually of a woman) of having no children or being unable to have children",
67525,noun,"infertility between hybrids",
67526,verb,"invade in great numbers; ""the roaches infested our kitchen""",
67527,verb,"occupy in large numbers or live on a host; ""the Kudzu plant infests much of the South and is spreading to the North""",
67528,verb,"live on or in a host, as of parasites",
67529,noun,"infestation with the liver fluke Fasciola hepatica; liver damage sometimes occurs; related to liver rot",
67530,noun,"infestation with the large intestinal fluke Fasciolopsis buski; common in eastern Asia",
67531,noun,"infestation by trichina larvae that are transmitted by eating inadequately cooked meat (especially pork); larvae migrate from the intestinal tract to the muscles where they become encysted",
67532,noun,"infestation with itch mites",
67533,noun,"infestation of the human intestine with Ascaris roundworms",
67534,noun,"(veterinary medicine) infestation with coccidia",
67535,noun,"infestation with larval echinococci (tapeworms)",
67536,noun,"infestation of the body by the larvae of flies (usually through a wound or other opening) or any disease resulting from such infestation",
67537,noun,"infestation with slender threadlike roundworms (filaria) deposited under the skin by the bite of black fleas; when the eyes are involved it can result in blindness; common in Africa and tropical America",
67538,noun,"infestation with flukes obtained from eating raw fish; common in eastern Asia",
67539,noun,"infestation with lice (Pediculus humanus) resulting in severe itching",
67540,noun,"infestation with chiggers",
67541,noun,"infestation by a roundworm; common in tropical areas with poor sanitation",
67542,verb,"enter a group or organization in order to spy on the members; ""The student organization was infiltrated by a traitor""",
67543,verb,"pass through an enemy line; in a military conflict",
67544,adjective,"seemingly boundless in amount, number, degree, or especially extent; ""unbounded enthusiasm""; ""children with boundless energy""; ""a limitless supply of money""",
67545,noun,"physical space independent of what occupies it",
67546,noun,"(physics) an ideal space in which the coordinate dimensions represent the variables that are required to describe a system or substance; ""a multidimensional phase space""",
67547,noun,"(mathematics) any set of points that satisfy a set of postulates of some kind; ""assume that the topological space is finite dimensional""",
67548,adjective,"infinitely or immeasurably small; ""two minute whiplike threads of protoplasm""; ""reduced to a microscopic scale""",
67549,noun,"(mathematics) a variable that has zero as its limit",
67550,noun,"the uninflected form of the verb",
67551,noun,"an infinitive with an adverb between `to' and the verb (e.g., `to boldly go')",
67552,noun,"an infinite quantity",
67553,noun,"the quality of being infinite; without bound or limit",
67554,adjective,"lacking firmness of will or character or purpose; ""infirm of purpose; give me the daggers"" - Shakespeare",
67555,noun,"a notation for forming mathematical expressions using parentheses and governed by rules of operator precedence; operators are dispersed among the operands",
67556,noun,"inflammation of a gland or lymph node",
67557,noun,"inflammation of the alveoli in the lungs caused by inhaling dust; with repeated exposure the condition may become chronic",
67558,noun,"inflammation in the socket of a tooth; sometimes occurs after a tooth is extracted and a blood clot fails to form",
67559,noun,"inflammation of a blood vessel or lymph duct",
67560,noun,"inflammation of the aorta",
67561,noun,"inflammation of the head of the penis",
67562,noun,"inflammation of both the head of the penis and the foreskin",
67563,noun,"inflammation of the eyelids characterized by redness and swelling and dried crusts",
67564,noun,"inflammation of the heart",
67565,noun,"an inflammation of body tissue (especially that below the skin) characterized by fever and swelling and redness and pain",
67566,noun,"inflammation of the uterine cervix",
67567,noun,"inflammation and cracking of the skin of the lips",
67568,noun,"inflammation of the bile ducts",
67569,noun,"inflammation of the gall bladder",
67570,noun,"inflammation of the vocal cords",
67571,noun,"inflammation of the spermatic cord",
67572,noun,"inflammation of the vagina",
67573,noun,"inflammation of the vagina and bladder",
67574,noun,"inflammation of the spermatic cord",
67575,noun,"inflammation at the junction of a rib and its cartilage",
67576,noun,"inflammation of the lacrimal sac causing obstruction of the tube draining tears into the nose",
67577,noun,"inflammation of a diverticulum in the digestive tract (especially the colon); characterized by painful abdominal cramping and fever and constipation",
67578,noun,"inflammation of the inner lining of an artery",
67579,noun,"inflammation of the mucous lining of the uterine cervix",
67580,noun,"inflammation of the intestine (especially the small intestine); usually characterized by diarrhea",
67581,noun,"painful inflammation of the muscles and soft tissues around an epicondyle",
67582,noun,"painful inflammation of the epididymis",
67583,noun,"inflammation of the epiglottis; characterized by fever and a severe sore throat and difficulty in swallowing",
67584,noun,"inflammation of the sclera of the eye",
67585,noun,"inflammation of the esophagus; often caused by gastroesophageal reflux",
67586,noun,"inflammation of white fibrous tissues (especially muscle sheaths)",
67587,noun,"local inflammation of muscle and connective tissue",
67588,noun,"inflammation of a hair follicle",
67589,noun,"inflammation of a funiculus (especially an inflammation of the spermatic cord)",
67590,noun,"inflammation of the tongue",
67591,noun,"inflammation and swelling of a movable joint because of excess synovial fluid",
67592,noun,"inflammation of the iris and ciliary body of the eye",
67593,noun,"inflammation of the iris and cornea of the eye",
67594,noun,"inflammation of the iris",
67595,noun,"inflammation of the jejunum of the small intestine",
67596,noun,"inflammation of the jejunum and the ileum of the small intestine",
67597,noun,"inflammation of the cornea causing watery painful eyes and blurred vision",
67598,noun,"inflammation of the cornea and conjunctiva",
67599,noun,"inflammation of the cornea and the iris of the eye",
67600,noun,"inflammation of the cornea and sclera of the eye",
67601,noun,"inflammation of the mucous membrane of the larynx; characterized by hoarseness or loss of voice and coughing",
67602,noun,"inflammation of the larynx and pharynx",
67603,noun,"inflammation of the larynx and trachea and bronchial passageways",
67604,noun,"inflammation of lymph nodes",
67605,noun,"inflammation of a lymph vessel",
67606,noun,"inflammation of a breast (or udder)",
67607,noun,"inflammation of the mastoid",
67608,noun,"inflammation of the lining of the uterus (of the endometrium)",
67609,noun,"inflammation of the spinal cord",
67610,noun,"inflammation of muscle tissue",
67611,noun,"inflammation of the myometrium",
67612,noun,"inflammation of a nerve accompanied by pain and sometimes loss of function",
67613,noun,"inflammation of one or both ovaries",
67614,noun,"inflammation of one or both testes; characterized by pain and swelling",
67615,noun,"inflammation of a bone as a consequence of infection or trauma or degeneration",
67616,noun,"inflammation of the ear",
67617,noun,"inflammation of the ovaries",
67618,noun,"inflammation of the pancreas; usually marked by abdominal pain",
67619,noun,"inflammation of connective tissue adjacent to the uterus",
67620,noun,"inflammation of one or both parotid glands",
67621,noun,"inflammation of the peritoneum",
67622,noun,"inflammation of a finger or toe",
67623,noun,"inflammation of a vein (usually in the legs)",
67624,noun,"inflammation of the lungs; caused by a virus or an allergic reaction",
67625,noun,"inflammation of the foreskin of the penis; usually caused by bacterial infection",
67626,noun,"inflammation of the rectum; marked by bloody stools and a frequent urge to defecate; frequently associated with Crohn's disease or ulcerative colitis",
67627,noun,"inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever",
67628,noun,"inflammation of the vertebral column",
67629,noun,"inflammation of the radicle of a nerve",
67630,noun,"inflammation of the retina",
67631,noun,"inflammation of one of the paranasal sinuses",
67632,noun,"inflammation of a Fallopian tube (usually the result of infection spreading from the vagina or uterus) or of a Eustachian tube",
67633,noun,"inflammation of the sclera",
67634,noun,"inflammation of the salivary glands",
67635,noun,"inflammation of the spleen",
67636,noun,"inflammation of a spinal joint; characterized by pain and stiffness",
67637,noun,"inflammation of the mucous membrane of the mouth",
67638,noun,"inflammation of the synovial membrane that lines a synovial joint; results in pain and swelling",
67639,noun,"inflammation of the eyelid",
67640,noun,"inflammation of a tendon",
67641,noun,"inflammation of the thyroid gland",
67642,noun,"inflammation of the tonsils (especially the palatine tonsils)",
67643,noun,"inflammation of the trachea",
67644,noun,"common respiratory infection characterized by inflammation of the trachea and the bronchi",
67645,noun,"inflammation of the inner ear",
67646,noun,"inflammation of the gums",
67647,noun,"inflammation of the ureter",
67648,noun,"inflammation of the uvea of the eye",
67649,noun,"inflammation of the uvula",
67650,noun,"inflammation of the vagina (usually associated with candidiasis)",
67651,noun,"inflammation of a valve (especially of a cardiac valve as a consequence of rheumatic fever)",
67652,noun,"inflammation of a blood vessel",
67653,noun,"inflammation of the vas deferens and seminal vesicles; usually occurring with prostatitis",
67654,noun,"inflammation of a seminal vesicle (usually in conjunction with prostatitis)",
67655,noun,"inflammation of the vulva",
67656,noun,"inflammation of the vulva and the vagina",
67657,noun,"painful inflammation of the muscles around the shins; frequent among runners",
67658,noun,"arousal to violent emotion",
67659,adjective,"characterized or caused by inflammation; ""an inflammatory process""; ""an inflammatory response""",
