ID,POS,Gloss
33695,noun,"the quality of having the same center (as circles inside one another)",
33696,noun,"a circularity that has a different center or deviates from a circular path",
33697,verb,"distribute circulars to",
33698,verb,"forward to others; ""he is sending around an appeal for funds""",
33699,verb,"cause to be distributed; ""This letter is circulating among the faculty""",
33700,verb,"put into circulation; ""utter counterfeit currency""",
33701,verb,"move through a space, circuit or system, returning to the starting point; ""Blood circulates in my veins""; ""The air here does not circulate""",
33702,verb,"move along, of liquids; ""Water flowed into the cave""; ""the Missouri feeds into the Mississippi""",
33703,verb,"circulate through and freshen; ""The gust of air ventilated the room""",
33704,verb,"cause to move in a circuit or system; ""The fan circulates the air in the room""",
33705,verb,"circulate hot air by convection",
33706,verb,"move around freely; ""She circulates among royalty""",
33707,verb,"move in an unhurried fashion; ""The unknown young man drifted among the invited guests""",
33708,verb,"cause to move around; ""circulate a rumor""",
33709,noun,"the dissemination of copies of periodicals (as newspapers or magazines)",
33710,noun,"the opening of a subject to widespread discussion and debate",
33711,noun,"circulation that supplies blood to all the body except to the lungs",
33712,noun,"circulation of blood between the heart and the lungs",
33713,noun,"circulation of blood between the embryo and the yolk sac",
33714,noun,"(library science) the count of books that are loaned by a library over a specified period",
33715,noun,"the study of the principles and practices of library administration",
33716,noun,"number of copies of a newspaper or magazine that are sold; ""by increasing its circulation the newspaper hoped to increase its advertising""",
33717,noun,"free movement or passage through a series of vessels (as of water through pipes or sap through a plant)",
33718,noun,"the spread or transmission of something (as news or money) to a wider group or area",
33719,noun,"act of extending over a wider scope or expanse of space or time",
33720,noun,"circulation again",
33721,verb,"cut the skin over the clitoris",
33722,verb,"cut the foreskin off male babies or teenage boys; ""During the bris, the baby boy is circumcised""",
33723,noun,"(Roman Catholic Church and Anglican Church) feast day celebrating the circumcision of Jesus; celebrated on January 1st",
33724,noun,"the act of circumcising performed on males eight days after birth as a Jewish and Muslim religious rite",
33725,noun,"an established ceremony prescribed by a religion; ""the rite of baptism""",
33726,noun,"the Jewish rite of circumcision performed on a male child on the eighth day of his life",
33727,noun,"the size of something as given by the distance around it",
33728,noun,"the distance around a person's body",
33729,noun,"the length of the closed curve of a circle",
33730,noun,"the linear extent in space from one end to the other; the longest horizontal dimension of something that is fixed in place; ""the length of the table was 5 feet""",
33731,noun,"a unit of angular distance equal to 60 degrees",
33732,noun,"an angle of 180 degrees",
33733,adjective,"lying around or just outside the edges or outskirts; ""circumferential highways around cities""",
33734,adjective,"on or near an edge or constituting an outer boundary; the outer area; ""Russia's peripheral provinces""; ""peripheral suburbs""",
33735,verb,"spread something around something",
33736,noun,"an indirect way of expressing something",
33737,verb,"draw a line around; ""He drew a circle around the points""",
33738,verb,"to draw a geometric figure around another figure so that the two are in contact but do not intersect",
33739,verb,"restrain; ""please hold down the noise so that the neighbors can sleep""",
33740,verb,"place a limit on the number of",
33741,verb,"set, mark, or draw the boundaries of something",
33742,verb,"satisfy in a limited way; ""He contented himself with one glass of beer per day""",
33743,verb,"restrict the consumption of a relatively scarce commodity, as during war; ""Bread was rationed during the siege of the city""",
33744,noun,"the act of circumscribing",
33745,noun,"the act of keeping something within specified bounds (by force if necessary)",
33746,adjective,"heedful of potential consequences; ""circumspect actions""; ""physicians are now more circumspect about recommending its use""; ""a discreet investor""",
33747,noun,"knowing how to avoid embarrassment or distress; ""the servants showed great tact and discretion""",
33748,noun,"the mental ability to understand and discriminate between relations",
33749,noun,"discretion in keeping secret information",
33750,noun,"a circumstance upon which subsequent events depend; ""his absence is the hinge of our plan""",
33751,noun,"the circumstances under which competition occurs; ""the government's objective is to insure a genuinely level playing field for American industry and commerce in Europe""",
33752,noun,"the set of facts or circumstances that surround a situation or event; ""the historical context""",
33753,noun,"information that should be kept in mind when making a decision; ""another consideration is the time it would take""",
