ID,POS,Gloss
17839,noun,"outer bark of the cork oak; used for stoppers for bottles etc.",
17840,noun,"(botany) outer tissue of bark; a protective layer of dead cells",
17841,noun,"a noise resembling the bark of a dog",
17842,noun,"a sailing ship with 3 (or more) masts",
17843,noun,"a vessel that is powered by the wind; often having several masts",
17844,noun,"the sound made by a dog",
17845,noun,"the bark of a dog",
17846,noun,"an employee who mixes and serves alcoholic drinks at a bar",
17847,noun,"a worker who is hired to perform a job",
17848,noun,"a female bartender",
17849,noun,"the keeper of a public house",
17850,noun,"someone who stands in front of a show (as at a carnival) and gives a loud colorful sales talk to potential customers",
17851,noun,"informal terms for dogs",
17852,noun,"a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night""",
17853,adjective,"resembling the rough bark of a tree; ""the rattlesnake's barky scales""",
17854,noun,"a grain of barley",
17855,noun,"grass yielding grain used for breakfast food and animal feed and in malt beverages",
17856,noun,"foodstuff prepared from the starchy grains of cereal grasses",
17857,noun,"barley ground into small round pellets",
17858,noun,"cultivated since prehistoric times; grown for forage and grain",
17859,noun,"annual to perennial grasses of temperate northern hemisphere and South America: barley",
17860,noun,"grass whose starchy grains are used as food: wheat; rice; rye; oats; maize; buckwheat; millet",
17861,noun,"European annual grass often found as a weed in waste ground especially along roadsides and hedgerows",
17862,noun,"barley grown for its highly ornamental flower heads with delicate long silky awns; North America and northeastern Asia",
17863,noun,"annual barley native to western North America and widespread in southern United States and tropical America",
17864,noun,"a grain of barley",
17865,noun,"a commercial leavening agent containing yeast cells; used to raise the dough in making bread and for fermenting beer or whiskey",
17866,noun,"small cake of compressed moist yeast",
17867,noun,"yeast used in fermenting beer",
17868,noun,"a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar",
17869,adjective,"marked by spirited enjoyment",
17870,noun,"an outlying farm building for storing grain or animal feed and housing farm animals",
17871,noun,"a building on a farm",
17872,noun,"a barn for cows",
17873,noun,"barn originally built to hold tithes paid in kind and common in England",
17874,noun,"marine crustaceans with feathery food-catching appendages; free-swimming as larvae; as adults form a hard shell and live attached to submerged surfaces",
17875,noun,barnacles,
17876,noun,"any mainly aquatic arthropod usually having a segmented body and chitinous exoskeleton",
17877,noun,"barnacle that attaches to rocks especially in intertidal zones",
17878,noun,"stalked barnacle that attaches to ship bottoms or floating timbers",
17879,noun,"European goose smaller than the brant; breeds in the far north",
17880,noun,"wild geese",
17881,noun,"web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks",
17882,verb,"appear at county fairs and carnivals as a stunt flier and parachute jumper",
17883,verb,"tour the country making political speeches, giving lectures, or presenting plays; ""The presidential candidates are busy barnstorming this month""",
17884,noun,"a yard adjoining a barn",
17885,noun,"an enclosure for animals (as chicken or livestock)",
17886,noun,"an instrument that measures atmospheric pressure",
17887,noun,"a recording barometer; automatically records on paper the variations in atmospheric pressure",
17888,noun,"barometer that shows pressure by the height of a column of mercury",
17889,noun,"a simple barometer for indicating changes in atmospheric pressure",
17890,noun,"atmospheric pressure as indicated by a barometer",
17891,noun,"the pressure exerted by the atmosphere",
17892,noun,"a nobleman (in various countries) of varying rank",
17893,noun,"a British peer of the lowest rank",
17894,noun,"a nobleman (duke or marquis or earl or viscount or baron) who is a member of the British peerage",
17895,noun,"a very wealthy or powerful businessman; ""an oil baron""",
17896,noun,"a person engaged in commercial or industrial business (especially an owner or executive)",
17897,noun,"a powerful person in the oil business",
17898,noun,"a woman of the peerage in Britain",
17899,noun,"a noblewoman who holds the rank of baron or who is the wife or widow of a baron",
17900,noun,"the state of a baronet",
17901,noun,"the rank or dignity or position of a baronet or baroness",
17902,noun,"relative status; ""his salary was determined by his rank and seniority""",
17903,noun,"the title of a baron",
17904,noun,"a knife resembling a cleaver; used in the Philippines",
17905,noun,"edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle",
17906,adjective,"impressive in appearance; ""a baronial mansion""; ""an imposing residence""; ""a noble tree""; ""severe-looking policemen sat astride noble horses""; ""stately columns""",
17907,noun,"the estate of a baron",
17908,noun,"extensive landed property (especially in the country) retained by the owner for his own use; ""the family owned a large estate on Long Island""",
17909,noun,"the domain of a baron",
17910,adjective,"having elaborate symmetrical ornamentation; ""the building...frantically baroque""-William Dean Howells",
17911,noun,"elaborate and extensive ornamentation in decorative art and architecture that flourished in Europe in the 17th century",
17912,noun,"the style of a particular artist or school or movement; ""an imaginative orchestral idiom""",
17913,noun,"a horse-drawn carriage having four wheels; has an outside seat for the driver and facing inside seats for two couples and a folding top",
17914,verb,"urge on or encourage especially by shouts; ""The crowd cheered the demonstrating strikers""",
17915,verb,"act as a cheerleader in a sports event",
17916,noun,"military barracks in a garrison town",
17917,noun,"a room in a barracks where soldiers are billeted",
17918,noun,"the rapid and continuous delivery of linguistic communication (spoken or written); ""a barrage of questions""; ""a bombardment of mail complaining about his mistake""",
17919,noun,"the heavy fire of artillery to saturate an area rather than hit a specific target; ""they laid down a barrage in front of the advancing troops""; ""the shelling went on for hours without pausing""",
