ID,POS,Gloss
51533,noun,"British economist (born in India) whose report on social insurance provided the basis for most of the social legislation on which the welfare state in the United Kingdom is based (1879-1963)",
51534,noun,"United States economist noted as a proponent of monetarism and for his opposition to government intervention in the economy (born 1912)",
51535,noun,"Norwegian economist noted for his work in econometrics (1895-1973)",
51536,noun,"English economist (born in Austria) noted for work on the optimum allocation of resources (1899-1992)",
51537,noun,"English economist and logician who contributed to the development of the theory of marginal utility (1835-1882)",
51538,noun,"English economist who advocated the use of government monetary and fiscal policy to maintain full employment without inflation (1883-1946)",
51539,noun,"United States economist (born in the Netherlands) (1910-1985)",
51540,noun,"United States economist (born in Russia) who developed a method for using a country's gross national product to estimate its economic growth (1901-1985)",
51541,noun,"United States economist who proposed the Laffer curve (born in 1940)",
51542,noun,"Canadian economist best remembered for his humorous writings (1869-1944)",
51543,noun,"United States economist (born in Russia) who devised an input-output method of economic analysis (1906-1999)",
51544,noun,"an English economist who argued that increases in population would outgrow increases in the means of subsistence (1766-1834)",
51545,noun,"founder of modern communism; wrote the Communist Manifesto with Engels in 1848; wrote Das Kapital in 1867 (1818-1883)",
51546,noun,"English economist noted for his studies of international trade and finance (born in 1907)",
51547,noun,"English philosopher and economist remembered for his interpretations of empiricism and utilitarianism (1806-1873)",
51548,noun,"French economist who advocated a Common Market in Europe (1888-1979)",
51549,noun,"Swedish economist (1898-1987)",
51550,noun,"Italian sociologist and economist whose theories influenced the development of fascism in Italy (1848-1923)",
51551,noun,"English economist who argued that the laws of supply and demand should operate in a free market (1772-1823)",
51552,noun,"United States economist (born in Czechoslovakia) (1883-1950)",
51553,noun,"United States economist and psychologist who pioneered in the development of cognitive science (1916-2001)",
51554,noun,"Scottish economist who advocated private enterprise and free trade (1723-1790)",
51555,noun,"English economist remembered for his studies of the development of capitalism (1880-1962)",
51556,noun,"Dutch economist noted for his work in econometrics (1903-1994)",
51557,noun,"United States economist (1918-2002)",
51558,noun,"French economist who in 1774 was put in control of finances by Louis XVI; his proposals for reforms that involved abolishing feudal privileges made him unpopular with the aristocracy and in 1776 he was dismissed (1727-1781)",
51559,noun,"United States economist who wrote about conspicuous consumption (1857-1929)",
51560,noun,"English sociologist and economist and a central member of the Fabian Society (1859-1947)",
51561,noun,"United States social economist (1876-1933)",
51562,verb,"live frugally and use less resources; ""In the new economy, we all have to learn to tighten our belts""",
51563,noun,"the system of production and distribution and consumption",
51564,noun,"an economic system built on large industries rather than on agriculture or craftsmanship",
51565,noun,"an economic system that combines private and state enterprises",
51566,noun,"an economy that is not a market economy",
51567,noun,"an economic system that is primarily capitalistic but there is some degree of government ownership of the means of production",
51568,noun,"an economic system in which the government owns most means of production but some degree of private capitalism is allowed",
51569,noun,"a hidden sector of the economy where private cash transactions go unreported; ""no one knows how large the black economy really is""",
51570,noun,"the efficient use of resources; ""economy of effort""",
51571,noun,"skillfulness in avoiding wasted time and effort; ""she did the work with great efficiency""",
51572,noun,"frugality in the expenditure of money or resources; ""the Scots are famous for their economy""",
51573,noun,"prudence in avoiding waste",
51574,noun,"the saving in cost of production that is due to mass production",
51575,noun,"a system formed by the interaction of a community of organisms with their physical environment",
51576,noun,"a state of being carried away by overwhelming emotion; ""listening to sweet music in a perfect rapture""- Charles Dickens",
51577,noun,"the state of a person's emotions (especially with regard to pleasure or dejection); ""his emotional state depended on her opinion""; ""he was in good spirits""; ""his spirit rose""",
51578,adjective,"feeling great rapture or delight",
51579,adjective,"full of or characterized by joy; ""felt a joyous abandon""; ""joyous laughter""",
51580,noun,"any external parasitic organism (as fleas)",
51581,noun,"(spiritualism) a substance supposed to emanate from the body of the medium during a trance",
51582,noun,"something that is emitted or radiated (as a gas or an odor or a light etc.)",
51583,noun,"the outer granule-free layer of cytoplasm",
51584,adjective,"concerned with promoting unity among churches or religions; ""ecumenical thinking""; ""ecumenical activities""; ""the ecumenical movement""",
51585,adjective,"not restricted to one sect or school or party; ""religious training in a nonsectarian atmosphere""; ""nonsectarian colleges""; ""a wide and unsectarian interest in religion""- Bertrand Russell",
51586,noun,"eczema caused by an allergic reaction",
51587,noun,"eczema characterized by a feverish condition and widespread eruption of vesicles; most common in children",
51588,noun,"a now rare complication of vaccinia superimposed on atopic dermatitis with high fever and generalized vesicles and papulovesicles",
51589,noun,"eczema characterized by thickening of the skin with accentuated skin lines",
51590,adjective,"devouring or craving food in great quantities; ""edacious vultures""; ""a rapacious appetite""; ""ravenous as wolves""; ""voracious sharks""",
51591,noun,"excessive desire to eat",
51592,noun,"extreme gluttony",
51593,noun,"habitual eating to excess",
51594,noun,"founder of Christian Science in 1866 (1821-1910)",
51595,noun,"alpine perennial plant native to Europe having leaves covered with whitish down and small flower heads held in stars of glistening whitish bracts",
51596,noun,edelweiss,
51597,noun,"any place of complete bliss and delight and peace",
51598,noun,"a beautiful garden where Adam and Eve were placed at the Creation; when they disobeyed and ate the forbidden fruit from the tree of knowledge of good and evil they were driven from their paradise (the fall of man)",
51599,noun,"the abode of God and the angels",
51600,adjective,"having few if any teeth; ""anteaters are edentate animals""",
51601,adjective,"lacking teeth; ""most birds are toothless""; ""a toothless old crone""",
51602,noun,"order of mammals having few or no teeth including: New World anteaters; sloths; armadillos",
51603,noun,"any of several slow-moving arboreal mammals of South America and Central America; they hang from branches back downward and feed on leaves and fruits",
51604,noun,"a large extinct ground sloth",
51605,noun,"a variety of extinct edentate",
51606,noun,"large (bear-sized) extinct edentate mammal of the Pleistocene in South America",
51607,verb,"provide with an edge; ""edge a blade""",
51608,noun,"a thin tapering edge",
51609,noun,"forward edge of an airfoil",
51610,noun,"corrugated edge of a coin",
51611,noun,"an edge that is as sharp as the cutting side of a razor",
51612,noun,"the rear edge of an airfoil",
51613,noun,"the attribute of urgency; ""his voice had an edge to it""",
51614,noun,"pressing importance requiring speedy action; ""the urgency of his need""",
51615,noun,"a slight competitive advantage; ""he had an edge on the competition""",
51616,noun,"(nautical) the forward edge of a fore-and-aft sail that is next to the mast",
51617,noun,"the edge of a fabric that is woven so that it will not ravel or fray",
51618,noun,"edge of a way or road or path; ""flowers along the wayside""",
51619,noun,"edging consisting of hanging threads or tassels",
51620,noun,"a richly embroidered edging on an ecclesiastical vestment",
51621,noun,"education that results in understanding and the spread of knowledge",
51622,verb,"make understand; ""Can you enlighten me--I don't understand this proposal""",
51623,verb,"significantly cut up a manuscript",
51624,verb,"cut out, as for political reasons; ""several line in the report were blanked out""",
51625,verb,"edit and correct (written or printed material)",
51626,noun,"putting something into a form suitable for a printer",
51627,noun,"editing that involves writing something again",
51628,noun,"the form in which a text (especially a printed book) is published",
51629,noun,"all the copies of a work printed at one time; ""they ran off an initial printing of 2000 copies""",
51630,noun,"an edition that is restricted to a specific number of copies",
51631,noun,"an edition containing various versions of a text or notes by various scholars or editors",
51632,noun,"all of the identical copies of something offered to the public at the same time; ""the first edition appeared in 1920""; ""it was too late for the morning edition""; ""they issued a limited edition of Bach recordings""",
51633,noun,"an issue of a newspaper; ""he read it in yesterday's edition of the Times""",
51634,noun,"one of a series published periodically; ""she found an old issue of the magazine in her dentist's waiting room""",
51635,noun,"an additional edition of a newspaper (usually to report a crisis)",
51636,noun,"something a little different from others of the same type; ""an experimental version of the night fighter""; ""a variant of the same word""; ""an emery wheel is the modern variation of a grindstone""; ""the boy is a younger edition of his father""",
51637,noun,"a subdivision of a particular kind of thing; ""what type of sculpture do you prefer?""",
51638,noun,"a editor who is responsible for illustrations and layouts in printed matter",
51639,noun,"an assistant editor",
51640,noun,"a person who edits a text by removing obscene or offensive words or passages; ""Thomas Bowdler was a famous expurgator""",
51641,noun,"the editor in charge of all editorial activities of a newspaper or magazine",
51642,noun,"the editor of a newspaper",
51643,noun,"someone who puts text into appropriate form for publication",
51644,noun,"English editor who in 1818 published an expurgated edition of the works of Shakespeare (1754-1825)",
51645,noun,"American psychologist and editor (1860-1944)",
51646,noun,"United States editor (1920-1993)",
51647,noun,"an editor program that creates one module from several by resolving cross-references among the modules",
51648,verb,"train for a social environment; ""The children must be properly socialized""",
51649,verb,"educate persons of both sexes together",
51650,verb,"educate in or as if in a school; ""The children are schooled at great cost to their parents in private institutions""",
51651,adjective,"possessing an education (especially having more than average knowledge)",
51652,adjective,"having knowledge and spiritual insight;",
51653,adjective,"appealing to or using the intellect; ""satire is an intellectual weapon""; ""intellectual workers engaged in creative literary or artistic or scientific labor""; ""has tremendous intellectual sympathy for oppressed people""; ""coldly intellectual""; ""sort of the intellectual type""; ""intellectual literature""",
51654,adjective,"able to read and write",
51655,adjective,"able to understand and use numbers",
51656,adjective,"highly educated; having extensive information or understanding; ""an enlightened public""; ""knowing instructors""; ""a knowledgeable critic""; ""a knowledgeable audience""",
51657,adjective,"knowledgeable and educated in one or several fields; ""computer literate""",
51658,adjective,"educated by your own efforts rather than by formal instruction",
51659,adjective,"literate but poorly informed",
51660,adjective,"having or based on relevant experience; ""an educated guess""; ""an enlightened electorate""",
51661,noun,"training in the development of and care for the human body; stresses athletics; includes hygiene",
51662,noun,"the accumulation of knowledge or skill that results from direct participation in events or activities; ""a man of experience""; ""experience is the best teacher""",
51663,noun,"profound scholarly knowledge",
51664,noun,"education or instruction in the fundamentals of a field of knowledge; ""he lacks the foundation necessary for advanced study""; ""a good grounding in mathematics""",
51665,noun,"becoming proficient in the use of something; having mastery of; ""his mastering the art of cooking took a long time""",
51666,noun,"the process of educating yourself",
51667,noun,"the process of being formally educated at a school; ""what will you do when you finish school?""",
51668,noun,"education of physically or mentally handicapped children whose needs cannot be met in an ordinary classroom",
51669,noun,"training for a specific vocation in industry or agriculture or trade",
51670,noun,"a specialist in the theory of education",
51671,adjective,"resulting in education; ""an educative experience""",
51672,noun,"a public lecturer at certain universities",
51673,noun,"any person (or institution) who acts as an educator",
51674,noun,"United States educator who worked to improve race relations and educational opportunities for Black Americans (1875-1955)",
51675,noun,"United States educator famous for writing a book about how to win friends and influence people (1888-1955)",
51676,noun,"Czech educational reformer (1592-1670)",
51677,noun,"United States pragmatic philosopher who advocated progressive education (1859-1952)",
51678,noun,"German educator who founded the kindergarten system (1782-1852)",
51679,noun,"United States educator who established the first free school in the United States for the hearing impaired (1787-1851)",
51680,noun,"United States educator and theologian (1802-1887)",
51681,noun,"United States educator who was president of the University of Chicago (1899-1977)",
51682,noun,"United States educator who founded the first private school for Black students in Augusta, Georgia (1854-1933)",
51683,noun,"United States educator and president of Harvard University (1856-1943)",
51684,noun,"United States educator who introduced reforms that significantly altered the system of public education (1796-1859)",
51685,noun,"United States educator who compiled the McGuffey Eclectic Readers (1800-1873)",
51686,noun,"Italian educator who developed a method of teaching mentally handicapped children and advocated a child-centered approach (1870-1952)",
51687,noun,"United States politician and educator (1927-2003)",
51688,noun,"United States educator (born in Canada) who invented the game of basketball (1861-1939)",
51689,noun,"German musician who developed a widely used system for teaching music to children (1895-1982)",
51690,noun,"educator who founded the first kindergarten in the United States (1804-1894)",
51691,noun,"English educator who invented a system of phonetic shorthand (1813-1897)",
51692,noun,"United States educator who was the teacher and lifelong companion of Helen Keller (1866-1936)",
51693,noun,"United States educator who was born a slave but became educated and founded a college at Tuskegee in Alabama (1856-1915)",
51694,noun,"United States educator who in 1865 (with Ezra Cornell) founded Cornell University and served as its first president (1832-1918)",
51695,noun,"United States educator who was an early campaigner for higher education for women (1787-1870)",
51696,noun,"American Revolutionary leader and educator (born in Scotland) who signed of the Declaration of Independence and was president of the college that became Princeton University (1723-1794)",
51697,noun,"the fatty flesh of eel; an elongate fish found in fresh water in Europe and America; large eels are usually smoked or pickled",
51698,noun,"eels that live in fresh water as adults but return to sea to spawn; found in Europe and America; marketed both fresh and smoked",
51699,noun,"young eel; may be sauteed or batter-fried",
51700,noun,"voracious snakelike marine or freshwater fishes with smooth slimy usually scaleless skin and having a continuous vertical fin but no ventral fins",
51701,noun,"elongate fishes with pelvic fins and girdle absent or reduced",
51702,noun,"young eel",
51703,noun,"New Zealand eel",
51704,noun,"family of brightly colored voracious eels of warm coastal waters; generally nonaggressive to humans but larger species are dangerous if provoked",
51705,noun,"large dark-colored scaleless marine eel found in temperate and tropical coastal waters; some used for food",
51706,noun,"submerged marine plant with very long narrow leaves found in abundance along North Atlantic coasts",
51707,noun,"(or in some classifications family Zosteraceae) small genus of widely distributed marine plants",
51708,noun,"submerged aquatic plant with ribbonlike leaves; Old World and Australia",
51709,noun,"eelgrass; eel grass",
51710,adjective,"suggestive of the supernatural; mysterious; ""an eerie feeling of deja vu""",
51711,adjective,"inspiring a feeling of fear; strange and frightening; ""an uncomfortable and eerie stillness in the woods""; ""an eerie midnight howl""",
51712,verb,"make inconspicuous; ""efface oneself""",
51713,verb,"erase with a sponge; as of words on a blackboard",
51714,adjective,"capable of being effaced; ""the fire's worst scars were effaceable by a comprehensive program of reforestation""; ""a signal too loud to be erasable in a single pass through the erase head""",
51715,adjective,"able to be eradicated or rooted out",
51716,noun,"withdrawing into the background; making yourself inconspicuous",
51717,verb,"bring about abruptly; ""The crisis precipitated by Russia's revolution""",
51718,verb,"cause to occur rapidly; ""the infection precipitated a high fever and allergic reactions""",
51719,verb,"contribute or conduce to; ""The scandal served to increase his popularity""",
51720,verb,"bring into operation or effect; ""The new members brought to bear new concerns to the U.N.""",
51721,verb,"make effective from an earlier date; ""The increase in tax was backdated to January""",
51722,noun,"the impression produced by a person; ""he cut a fine figure""; ""a heroic figure""",
51723,noun,"the general impression that something (a person or organization or product) presents to the public; ""although her popular image was contrived it served to inspire music and pageantry""; ""the company tried to project an altruistic image""",
51724,noun,"the impression created by doing something unusual or extraordinary that people notice and remember; ""it was in London that he made his mark""; ""he left an indelible mark on the American theater""",
51725,noun,"a total impression or effect of something made up of individual parts",
51726,noun,"(of a law) having legal validity; ""the law is still in effect""",
51727,noun,"the quality of having legal force or effectiveness",
51728,noun,"a bad reaction to a hallucinogenic drug",
51729,noun,"a secondary and usually adverse effect of a drug or therapy; ""severe headaches are one of the side effects of the drug""",
51730,noun,"an effect that imitates a sound called for in the script of a play",
51731,noun,"an effect used to produce scenes that cannot be achieved by normal techniques (especially on film)",
51732,noun,"one who brings about a result or event; one who accomplishes a purpose",
51733,adjective,"producing or capable of producing an intended result or having a striking effect; ""an air-cooled motor was more effective than a witch's broomstick for rapid long-distance transportation""-LewisMumford; ""effective teaching methods""; ""effective steps toward peace""; ""made an effective entrance""; ""his complaint proved to be effectual in bringing action""; ""an efficacious law""",
51734,adjective,"marked by qualities giving the power to produce an intended effect; ""written propaganda is less efficacious than the habits and prejudices...of the readers""-Aldous Huxley; ""the medicine is efficacious in stopping a cough""",
51735,adjective,"having a strong physiological or chemical effect; ""a potent toxin""; ""potent liquor""; ""a potent cup of tea"", ""a stiff drink""",
51736,adjective,"being of use or service; ""the girl felt motherly and useful""; ""a useful job""; ""a useful member of society""",
51737,noun,"power to be effective; the quality of being able to bring about an effect",
51738,adjective,"characterized by or full of force and vigor; ""a hard-hitting expose""; ""a trenchant argument""",
51739,adjective,"markedly effective as if by emotional pressure; ""impelling skill as a teller of tales""; ""an impelling personality""",
51740,adjective,"producing a strong effect; ""gave an impressive performance as Othello""; ""a telling gesture""",
51741,adjective,"crude but effective for the purpose at hand",
51742,adjective,"works well as a means or remedy; ""an effective reprimand""; ""a lotion that is effective in cases of prickly heat""",
51743,adjective,"exerting force or influence; ""the law is effective immediately""; ""a warranty good for two years""; ""the law is already in effect (or in force)""",
51744,adjective,"being in force or having or exerting force; ""operative regulations""; ""the major tendencies operative in the American political system""",
51745,adjective,"having legal efficacy or force; ""a sound title to the property""",
51746,noun,"the trait of behaving in ways considered typical for women",
51747,noun,"loss of power and masculinity",
51748,adjective,"having unsuitable feminine qualities",
51749,adjective,"not possessing qualities befitting a man",
51750,adjective,"of a nerve fiber passing outward from the cerebral cortex; ""corticofugal discharges""",
51751,adjective,"relating to a nerve fiber or impulse passing toward motor effectors; ""neuromotor impulses""",
51752,noun,"a nerve that conveys impulses toward or to muscles or glands",
51753,noun,"any of the important motor nerves on each side of the central nervous system that run from the sensorimotor areas of the cortex through the brainstem to motor neurons of the cranial nerve nuclei and the ventral horn of the spinal cord",
51754,noun,"a neuron conducting impulses outwards from the brain or spinal cord",
51755,verb,"form a lather; ""The shaving cream lathered""",
51756,verb,"foam as if boiling; ""a seething liquid""",
51757,noun,"the property of giving off bubbles",
51758,adjective,"supplied with carbon dioxide",
51759,adjective,"hissing and bubbling",
51760,adjective,"having carbonation (especially artificially carbonated)",
51761,adjective,"marked by high spirits or excitement; ""his fertile effervescent mind""; ""scintillating personality""; ""a row of sparkly cheerleaders""",
51762,noun,"capacity or power to produce a desired effect; ""concern about the safety and efficacy of the vaccine""",
51763,adjective,"lacking the power to produce a desired effect; ""laws that are inefficacious in stopping crime""",
51764,noun,"the ratio of the output to the input of any system",
51765,adjective,"productive relative to the cost",
51766,adjective,"characterized by speed and efficiency",
51767,adjective,"used of gasoline; having a high octane number",
51768,adjective,"made efficient by stripping off nonessentials; ""short streamlined meetings""; ""a streamlined hiring process""",
51769,adjective,"not spending at the normal rate",
51770,noun,"a representation of a person (especially in the form of sculpture); ""the coin bears an effigy of Lincoln""; ""the emperor's tomb had his image carved in stone""",
51771,noun,"a material effigy that is worshipped; ""thou shalt not make unto thee any graven image""; ""money was his god""",
51772,noun,"an effigy in the shape of a man to frighten birds away from seeds",
51773,noun,"an effigy (usually of a famous person) made of wax",
51774,verb,"become encrusted with crystals due to evaporation",
51775,verb,"form a crust or a hard layer",
51776,noun,"any red eruption of the skin",
51777,noun,"symptom consisting of a breaking out and becoming visible",
51778,noun,"obstruction of the sweat ducts during high heat and humidity",
51779,noun,"an itchy skin eruption characterized by weals with pale interiors and well-defined red margins; usually the result of an allergic response to insect bites or food or drugs",
51780,noun,"the process of flowing out",
51781,adjective,"that is flowing outward",
51782,noun,"water mixed with waste matter",
51783,noun,"waste matter carried away in sewers or drains",
51784,noun,"strenuous effort; ""the struggle to get through the crowd exhausted her""",
51785,noun,"the least effortful way to do something",
51786,noun,"an intense or violent exertion",
51787,noun,"a sustained effort; ""it was a long pull but we made it""",
51788,noun,"any effort that seems to go farther than would be necessary to achieve its goal",
51789,noun,"an effort above and beyond the call of duty",
51790,noun,"excessive exertion; so much exertion that discomfort or injury results",
51791,noun,"an appearance of reflected light",
51792,noun,"the visual property of something that shines with reflected light",
51793,verb,"pour out; ""effused brine""",
51794,verb,"flow or spill forth",
51795,verb,"give out or emit (also metaphorically); ""The room effuses happiness""",
51796,verb,"give off, send forth, or discharge; as of light, heat, or radiation, vapor, etc.; ""The ozone layer blocks some harmful rays which the sun emits""",
51797,noun,"a (usually irritating) impulsive and uncontrollable outburst by a problem child or a neurotic adult",
51798,noun,"a sudden outburst; ""an explosion of laughter""; ""an explosion of rage""",
51799,noun,"a sudden outburst of emotion; ""she felt a flare of delight""; ""she could not control her flare of rage""",
51800,noun,"flow under pressure",
51801,noun,"a large flow",
51802,adjective,"uttered with unrestrained enthusiasm; ""a novel told in burbly panting tones""",
51803,noun,"a person who believes in the equality of all people",
51804,noun,"a philosopher who specializes in morals and moral problems",
51805,verb,"excrete perspiration through the pores in the skin; ""Exercise makes one sweat""",
51806,verb,"pass after the manner of urine; ""The sick men urinated blood""",
51807,verb,"excrete or discharge from the body",
51808,noun,"animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds",
51809,noun,"the female reproductive cell; the female gamete",
51810,noun,"egg or young of an insect parasitic on mammals especially a sucking louse; often attached to a hair or item of clothing",
51811,noun,"the mass of eggs deposited by fish or amphibians or molluscs",
51812,noun,"the eggs or egg-laden ovary of a fish",
51813,noun,"eggs of a silkworm",
51814,noun,"eggs of female fish",
51815,noun,"one of two spiral bands of tissue connecting the egg yolk to the enclosing membrane at either end of the shell",
51816,noun,"nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg)",
51817,noun,"the yellow spherical part of an egg that is surrounded by the albumen",
