ID,POS,Gloss
83245,noun,"a synthetic progestational hormone (trade name Norlutin) used in oral contraceptives and to treat endometriosis",
83246,noun,"a progesterone derivative used in oral contraceptives and in the control of menstruation and the treatment of abnormal uterine bleeding",
83247,noun,"synthetic progestin used in oral contraceptives",
83248,noun,"a progestin compound (trade name Provera) used to treat menstrual disorders",
83249,noun,"a prediction of the course of a disease",
83250,noun,"staring into a crystal ball to arouse visions of future or distant events",
83251,verb,"arrange a program of or for; ""program the 80th birthday party""",
83252,noun,"a system of projects or services intended to meet a public need; ""he proposed an elaborate program of public works""; ""working mothers rely on the day care program""",
83253,noun,"a program for defending a country against its enemies",
83254,noun,"a program for providing education",
83255,noun,"a program for restoring someone to good health",
83256,noun,"a technological program intended to explore outer space",
83257,noun,"the federal government's program to locate and investigate and clean up the worst uncontrolled and abandoned toxic waste sites nationwide; administered by the Environmental Protection Agency; ""some have intimated that the Superfund's money may have turned into a political slush fund""",
83258,noun,"a program for setting taxes",
83259,noun,"a program to provide jobs on public works paid for by government funds",
83260,noun,"a program for a race meeting; lists the races and the names of the horses",
83261,noun,"creating a program that enables the computer to reason logically",
83262,noun,"a technician who is highly proficient and enthusiastic about some technical field (especially computing)",
83263,noun,"a programming language whose expressions are represented by strings of characters",
83264,noun,"a language that cannot be used as its own metalanguage",
83265,noun,"a programming language that (like natural language) can be used as its own metalanguage",
83266,noun,"a computer language designed in Europe to support natural language processing",
83267,noun,"a programing language designed to teach programming through a top-down modular approach",
83268,noun,"a report of work accomplished during a specified time period",
83269,adjective,"brought up to date; ""modernized methods""",
83270,adjective,"the highest level of development at a particular time (especially the present time); ""state-of-the-art technology""",
83271,adjective,"(of taxes) adjusted so that the rate increases as the amount of income increases",
83272,adjective,"(of taxes) gradually decreasing in rate on sums below a certain amount",
83273,adjective,"(of taxes) increasing as the amount taxed increases",
83274,verb,"project on a screen; ""The images are projected onto the screen""",
83275,verb,"project on a background, such as a screen, like a silhouette",
83276,verb,"cause to be heard; ""His voice projects well""",
83277,noun,"a project that generates a continuous flow of money",
83278,noun,"a rocket fired for test purposes",
83279,noun,"the projection of an image from a film onto a screen",
83280,noun,"a sharp-pointed projection along the top of a fence or wall",
83281,noun,"a projection at the end of a piece of wood that is shaped to fit into a mortise and form a mortise joint",
83282,noun,"any sharply pointed projection",
83283,noun,"any projection that resembles the tail of an animal",
83284,noun,"the acoustic phenomenon that gives sound a penetrating quality; ""our ukuleles have been designed to have superior sound and projection""; ""a prime ingredient of public speaking is projection of the voice""",
83285,noun,"the representation of a figure or solid on a plane as it would look from a particular direction",
83286,noun,"an optical device for projecting a beam of light",
83287,noun,"an optical instrument that projects an enlarged image onto a screen",
83288,noun,"a projector for images for both transparent and opaque objects",
83289,noun,"a projector for digital input",
83290,noun,"projects successive frames from a reel of film to create moving pictures",
83291,noun,"a projector operated by a speaker; projects the image over the speaker's head",
83292,noun,"an abnormally downward position of the intestines in the abdominal cavity",
83293,noun,"abnormal downward or back placement of the tongue",
83294,noun,"prolapse of the uterus",
83295,noun,"prolapse of the kidney",
83296,noun,"drooping of the upper eyelid caused by muscle paralysis and weakness",
83297,noun,"prolapse of the end of the ureter into the bladder; may obstruct urine flow",
83298,noun,"prolapse of the urethra into the vagina",
83299,adjective,"having the polar diameter greater than the equatorial diameter; ""a prolate spheroid is generated by revolving an ellipse about its major axis""",
83300,adjective,"shaped like a cucumber",
83301,noun,"anticipating and answering objections in advance",
83302,adjective,"the lowest class of citizens of ancient Rome who had no property",
83303,adjective,"belonging to or characteristic of the proletariat",
83304,adjective,"using or containing too many words; ""long-winded (or windy) speakers""; ""verbose and ineffective instructional methods""; ""newspapers of the day printed long wordy editorials""; ""proceedings were delayed by wordy disputes""",
83305,adjective,"repetition of same sense in different words; ""`a true fact' and `a free gift' are pleonastic expressions""; ""the phrase `a beginner who has just started' is tautological""; ""at the risk of being redundant I return to my original proposition""- J.B.Conant",
83306,verb,"take a leisurely walk; ""The ladies promenaded along the beach""",
83307,noun,"a square dance figure; couples march counterclockwise in a circle",
83308,noun,"American country dancing in which couples form squares",
83309,noun,"a type of folk dance in which couples are arranged in sets or face one another in a line",
83310,noun,"(Greek mythology) the Titan who stole fire from Olympus and gave it to mankind; Zeus punished him by chaining him to a rock where an eagle gnawed at his liver until Hercules rescued him",
83311,noun,"indulging in promiscuous (casual and indiscriminate) sexual relations",
83312,noun,"a brief sexual encounter lasting only for a single night; ""he ran through a series of loveless one-night stands""",
83313,noun,"a mutual promise of a couple not to date anyone else; on college campuses it was once signaled by the giving of a fraternity pin",
83314,noun,"a promise that an unaccepted offer will be renewed in the future",
83315,noun,"someone who makes a solemn promise to do something or behave in a certain way; ""young vowers of eternal love""; ""there are many vowers of chastity but few who observe it""",
83316,verb,"promote to a queen, as of a pawn in chess",
83317,noun,"highly favorable publicity and praise; ""his letter of recommendation gave her a terrific buildup""",
83318,noun,"a promotion intended to create goodwill for a person or institution",
83319,noun,"promotion that supplements or coordinates advertising",
83320,noun,"the act of raising someone to the nobility",
83321,adjective,"according to schedule or without delay; ""they were always on time""; ""a prompt reply""",
83322,adjective,"acting or arriving or performed exactly at the time appointed; ""she expected guests to be punctual at meals""; ""he is not a particularly punctual person""; ""punctual payment""",
83323,adjective,"quick in apprehending or reacting; ""a prompt (or ready) response""; ""a prompt smile""",
