ID,POS,Gloss
77299,noun,"a foreign policy of staying out of other countries' disputes",
77300,adjective,"on the positive side or higher end of a scale; ""a plus value""; ""temperature of plus 5 degrees""; ""a grade of C plus""",
77301,noun,"a flat disk of chocolate covered with beads of colored sugar",
77302,adjective,"without bias",
77303,adjective,"not directly productive; ""nonproductive labor""",
77304,adjective,"characteristic of the earliest phase of geometric art especially in Greece",
77305,adjective,"characterized by stylized but recognizable subject matter",
77306,noun,"group refusal to resort to violence even in defense against violence",
77307,adjective,"not tending to restrict",
77308,adjective,"attributable to chance",
77309,adjective,"not forming a syllable or the nucleus of a syllable; consisting of a consonant sound accompanied in the same syllable by a vowel sound or consisting of a vowel sound dominated by other vowel sounds in a syllable (as the second vowel in a falling diphthong); ""the nonsyllabic `n' in `botany' when it is pronounced `botny'""; ""the nonsyllabic `i' in `oi'""",
77310,adjective,"not articulated in syllables",
77311,adjective,"not belonging to or not allowing affiliation with a trade union; ""nonunion carpenters""; ""a nonunion contractor""",
77312,adjective,"not requiring union membership; ""an open shop employs nonunion workers""",
77313,adjective,"not affiliated in a trade union; ""the workers in the plant were unorganized""",
77314,noun,"a ribbonlike strip of pasta",
77315,noun,"narrow strip of pasta dough made with eggs",
77316,noun,"a sheltered and secluded place",
77317,noun,"cactus having yellow flowers and purple fruits",
77318,noun,"a genus of the cactus family with scarlet flowers",
77319,noun,"a Scandinavian language that is the official language of Iceland",
77320,noun,"a Scandinavian language that is spoken in Norway",
77321,noun,"a Scandinavian language that is the official language of Sweden and one of two official languages of Finland",
77322,noun,"a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands",
77323,adjective,"not deviating from what is normal; ""her regular bedtime""",
77324,adjective,"conforming to a type; ""the typical (or normal) American""; ""typical teenage behavior""",
77325,adjective,"being approximately average or within certain limits in e.g. intelligence and development; ""a perfectly normal child""; ""of normal intelligence""; ""the most normal person I've ever met""",
77326,adjective,"intersecting at or forming right angles; ""the axes are perpendicular to each other""",
77327,noun,"the state of being that is average; indicates normality but with connotations of mediocrity",
77328,noun,"the state of being that is commonly observed",
77329,noun,"expectedness as a consequence of being usual or regular or common",
77330,noun,"ordinariness as a consequence of being expected and not surprising",
77331,noun,"the imposition of standards or regulations; ""a committee was appointed to recommend terminological standardization""",
77332,noun,"the act of stabilizing something or making it more stable; ""he worked for price stabilization for farm products""; ""wage stabilization is necessary for industrial peace""; ""stabilization means that the product can be handled under atmospheric conditions""",
77333,noun,"United States operatic soprano (born in 1945)",
77334,noun,"a female singer",
77335,noun,"a former province of northwestern France on the English channel; divided into Haute-Normandie and Basse-Normandie",
77336,noun,"any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries",
77337,noun,"a constitutional monarchy in northern Europe on the western side of the Scandinavian Peninsula; achieved independence from Sweden in 1905",
77338,adjective,"situated in or facing or moving toward or coming from the north; ""artists like north light""; ""the north portico""",
77339,noun,"any region lying in or toward the north",
77340,adjective,"moving toward the north; ""the northbound lane""; ""we took the north train""; ""the northward flow of traffic""",
77341,adjective,"situated in the northern part of a centrally located area in some geographical region; ""the north-central part of Russia""",
77342,adjective,"coming from the north; used especially of wind; ""the north wind doth blow""; ""a northern snowstorm""; ""the winds are northerly""",
77343,adjective,"situated in or oriented toward the north; ""the northern suburbs""; ""going in a northerly direction""",
77344,adjective,"situated farthest north; ""Alaska is our northernmost state""",
77345,adjective,"situated in or oriented toward the northeast; ""the northeasterly part of the island""",
77346,adjective,"coming from the northeast; ""northeasterly winds""",
77347,adjective,"toward the northeast",
77348,adjective,"situated in or oriented toward the northwest",
77349,adjective,"coming from the northwest; ""northwesterly winds""",
77350,adjective,"toward the northwest",
77351,noun,"any state prohibiting slavery prior to the American Civil War",
77352,noun,"British statesman under George III whose policies led to rebellion in the American colonies (1732-1792)",
77353,noun,"the northernmost point of the Earth's axis",
77354,noun,"one of two antipodal points where the Earth's axis of rotation intersects the Earth's surface",
77355,noun,"a star that varies noticeably in brightness",
77356,noun,"the compass point midway between north and east; at 45 degrees",
77357,noun,"a storm blowing from the northeast",
77358,adjective,"used by Southerners for an inhabitant of a northern state in the United States (especially a Union soldier)",
77359,adjective,"being in or of a region of the United States generally including states of the upper Mississippi valley and Great Lakes region lying north of the Ohio River and the southern boundaries of Kansas and Missouri and between the western boundary of Pennsylvania and the eastern boundaries of Montana and Wyoming and Colorado",
77360,adjective,"of northern regions; from the seven stars (or seven plowing oxen) of Ursa Major",
77361,noun,"a dialect of Middle English that developed into Scottish Lallans",
77362,noun,"the northwestern region of the United States",
77363,noun,"the compass point midway between north and west; at 315 degrees",
77364,noun,"a wind from the northwest",
77365,adjective,"of a region of the United States generally including Washington; Oregon; Idaho; and sometimes Montana; Wyoming",
77366,adjective,"of or characteristic of regions of the United States west of the Mississippi River; ""a Western ranch""",
77367,noun,"the capital and largest city of Norway; the country's main port; located at the head of a fjord on Norway's southern coast",
77368,noun,"one of two official languages of Norway; closely related to Danish",
77369,noun,"one of two official languages of Norway; based on rural dialects",
77370,verb,"catch the scent of; get wind of; ""The dog nosed out the drugs""",
77371,noun,"a sensory receptor that responds to chemical stimuli",
77372,noun,"beaklike projection of the anterior part of the head of certain insects such as e.g. weevils",
77373,noun,"a nose curved downward like the beak of a hawk",
77374,noun,"a short nose; flattened and turned up at the end",
77375,noun,"a nose with a prominent slightly aquiline bridge",
77376,noun,"the suture between the two nasal bones",
77377,noun,"a small distance; ""my horse lost the race by a nose""",
77378,noun,"a symbol of inquisitiveness; ""keep your nose out of it""",
77379,noun,"a natural skill; ""he has a nose for good deals""",
77380,noun,"a projecting spout from which a fluid is discharged",
77381,noun,"a system for extinguishing fires; water from a network of overhead pipes is released through nozzles that open automatically with the rise in temperature",
77382,noun,"a perforated nozzle that showers water on a bather",
77383,noun,"a protective covering that protects a spacecraft from overheating on reentry",
77384,noun,"a longing to return home",
77385,noun,"patent medicine whose efficacy is questionable",
77386,adjective,"worthy of notice; ""a noteworthy advance in cancer research""",
77387,verb,"put into notation, as of music or choreography; ""Nowadays, you can notate an entire ballet; in the old days, the steps had to be memorized""",
77388,noun,"the activity of representing something by a special system of marks or characters",
77389,noun,"a pass or ridge that slopes gently between two peaks (is shaped like a saddle)",
77390,noun,"an Alpine mountain pass connecting Innsbruck in Austria with Bolzano in Italy that has long been a route for trade and for invasions",
77391,noun,"a pass through the Cumberland Mountains between Virginia and Kentucky that early settlers used in order to move west",
77392,noun,"a mountain pass in northeastern California near Lake Tahoe; site where in 1844 some members of an emigrant party survived by eating those who had died",
77393,noun,"a single notch in a row of notches; ""one of the serrations was broken off""",
77394,noun,"one of a series of rounded notches in the fore edge of a book to indicate sections",
77395,verb,"observe with care or pay close attention to; ""Take note of this chemical reaction""",
77396,verb,"make a written note of; ""she noted everything the teacher said that morning""",
77397,noun,"a sustained bass note",
77398,noun,"a note that alternates rapidly with another note a semitone above it",
77399,noun,"the note designated by the first ledger line below the treble staff; 261.63 hertz",
77400,noun,"a nonharmonic note inserted for transition between harmonic notes",
77401,noun,"a musical note having the longest time value (equal to four beats in common time)",
77402,noun,"a musical note having the time value of a sixteenth of a whole note",
77403,noun,"a musical note having the time value of a thirty-second of a whole note",
77404,noun,"a musical note having the time value of a sixty-fourth of a whole note",
77405,noun,"a tone of voice that shows what the speaker is feeling; ""there was a note of uncertainty in his voice""",
77406,noun,"your right in a promissory note in which the maker promises to pay a certain amount of money at a certain time",
77407,noun,"a note promising to pay a certain amount of money at a certain time",
77408,noun,"a municipal debt instrument with a maturity of less than 2 years",
77409,noun,"a note that specifies the time (or times) of repayment",
77410,noun,"a notebook in which you enter memorabilia",
77411,noun,"a small notebook for rough notes",
77412,noun,"a notebook containing descriptions and diagrams of the plays that a team has practiced (especially an American football team)",
77413,noun,"a small compact portable computer",
77414,noun,"a notebook for recording appointments and things to be done, etc.",
77415,adjective,"worthy of notice or attention; ""a noted increase in the crime rate""",
77416,noun,"explicit notice; ""it passed without remark""",
77417,noun,"a request for payment; ""the notification stated the grace period and the penalties for defaulting""",
77418,noun,"informing by words",
77419,adjective,"readily noticed; ""a noticeable resemblance""",
77420,noun,"a traditional notion that is obstinately held although it is unreasonable; ""he still holds to the old mumpsimus that a woman's place is in the kitchen""",
77421,noun,"notion consisting of a narrow strip of fine material used for trimming",
77422,adjective,"not based on fact or investigation; ""a notional figure of cost helps in determining production costs""; ""speculative knowledge""",
77423,noun,"notoriety for some particular characteristic; ""his reputation for promiscuity""",
77424,noun,"a noun or a pronoun that is used in place of a noun",
77425,noun,"a noun that is singular in form but refers to a group of people or things",
