ID,POS,Gloss
69371,noun,"deciduous rambling shrub widely cultivated for its winter-blooming yellow flowers",
69372,noun,"a climbing deciduous shrub with fragrant white or yellow or red flowers used in perfume and to flavor tea",
69373,noun,"East Indian evergreen vine cultivated for its profuse fragrant white flowers",
69374,noun,"(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece",
69375,noun,"an opaque form of quartz; red or yellow or brown or dark green in color; used for ornamentation or as a gemstone",
69376,noun,"a variety of leafhopper",
69377,verb,"go on a pleasure trip",
69378,verb,"undertake a journey or trip",
69379,verb,"travel around, through, or over, especially on foot; ""peregrinate the bridge""",
69380,noun,"capital and largest city of Indonesia; located on the island of Java; founded by the Dutch in 17th century",
69381,noun,"a simple platform-independent object-oriented programming language used for writing applets that are downloaded from the World Wide Web by a client and run on the client's machine",
69382,noun,"small finch-like Indonesian weaverbird that frequents rice fields",
69383,noun,"a genus of Ploceidae",
69384,noun,"finch-like African and Asian colonial birds noted for their elaborately woven nests",
69385,noun,"a spear thrown as a weapon or in competitive field events",
69386,noun,"an aqueous solution of sodium hypochlorite",
69387,verb,"talk incessantly and tiresomely",
69388,noun,"the jaw in vertebrates that is hinged to open the mouth",
69389,noun,"the jaw in vertebrates that is fused to the cranium",
69390,noun,"a hand tool that is used to hold or twist a nut or bolt",
69391,noun,"a holding device attached to a workbench; has two jaws to hold workpiece firmly in place",
69392,noun,"a gripping hand tool with two hinged arms and (usually) serrated jaws",
69393,noun,"a long thin lower jaw",
69394,noun,"the most inferior point of the mandible in the midline",
69395,noun,"the craniometric point on either side at the apex of the lower jaw",
69396,noun,"small indentation in the middle of the lower jawbone",
69397,noun,"the craniometric point that is the most forward-projecting point on the anterior surface of the chin",
69398,noun,"the most forward point of the alveolar process of the mandible",
69399,noun,"the condyle of the ramus of the mandible that articulates with the skull",
69400,noun,"the coronoid process that provides an attachment for the temporal muscle",
69401,noun,"crested largely blue bird",
69402,noun,"subfamily of the crow family: jays",
69403,noun,"a European jay",
69404,noun,"a jay of northern North America with black-capped head and no crest; noted for boldness in thievery",
69405,verb,"play something in the style of jazz",
69406,noun,"empty rhetoric or insincere or exaggerated talk; ""that's a lot of wind""; ""don't give me any of that jazz""",
69407,noun,"singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument",
69408,noun,"jazz that is restrained and fluid and marked by intricate harmonic structures often lagging slightly behind the beat",
69409,noun,"jazz that is emotionally charged and intense and marked by strong rhythms and improvisation",
69410,noun,"any of various styles of jazz that appeared after 1940",
69411,noun,"a style of jazz played by big bands popular in the 1930s; flowing rhythms but less complex than later styles of jazz",
69412,noun,"a style of dance music popular in the 1920s; similar to New Orleans jazz but played by large bands",
69413,noun,"a musician who plays syncopated jazz music (usually in a dance band); ""they called themselves the Dixie Syncopators""",
69414,noun,"United States jazz trumpeter and bandleader (1900-1971)",
69415,noun,"United States jazz musician; noted for his trumpet style (1926-1991)",
69416,noun,"United States jazz composer and piano player and bandleader (1899-1974)",
69417,noun,"United States musician who was the first to use the vibraphone as a jazz instrument (born in 1913)",
69418,noun,"United States jazz musician and bandleader (1913-1987)",
69419,noun,"United States jazz pianist who was one of the founders of the bebop style (1917-1982)",
69420,noun,"United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941)",
69421,noun,"United States jazz musician who influenced the style of Louis Armstrong (1885-1938)",
69422,noun,"United States jazz pianist who was almost completely blind; his innovations influenced many other jazz musicians (1910-1956)",
69423,noun,"United States jazz musician (1904-1943)",
69424,adjective,"resembling jazz (especially in its rhythm)",
69425,adjective,"recurring with measured regularity; ""the rhythmic chiming of church bells""- John Galsworthy; ""rhythmical prose""",
69426,noun,"zealous vigilance; ""cherish their official political freedom with fierce jealousy""-Paul Blanshard",
69427,noun,"a holy war waged by Muslims against infidels",
69428,noun,"a holy struggle or striving by a Muslim for a moral or spiritual or political goal",
69429,noun,"Protestant denomination founded in the United States by Charles Taze Russell in 1884",
69430,noun,"believer in imminent approach of the millennium; practitioner of active evangelism",
69431,noun,"the part of the small intestine between the duodenum and the ileum",
69432,verb,"become jelly; ""The sauce jellified""",
69433,verb,"make into jelly; ""jellify a liquid""",
69434,noun,"fruit-flavored dessert (trade mark Jell-O) made from a commercially prepared gelatin powder",
69435,noun,"a substance that forms a gel with water",
69436,noun,"jelly made from apple juice",
69437,noun,"jelly made from grape juice",
69438,noun,"a substance having the consistency of semisolid foods",
69439,noun,"a semisolid mixture of hydrocarbons obtained from petroleum; used in medicinal ointments and for lubrication",
69440,noun,"large siphonophore having a bladderlike float and stinging tentacles",
69441,noun,"Portuguese man-of-war",
69442,noun,"any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans",
69443,noun,"small medusa",
69444,noun,"a type of jellyfish",
