ID,POS,Gloss
9911,noun,"antibiotic (trade name Lincocin) obtained from a streptomyces bacterium and used in the treatment of certain penicillin-resistant infections",
9912,noun,"a complex of antibiotic substances obtained from a streptomyces bacterium; one form (trade name Mutamycin) shows promise as an anticancer drug",
9913,noun,"a highly unsaturated antibiotic acid obtained from an actinomycete",
9914,noun,"an antibiotic obtained from an actinomycete and used (as a sulphate under the trade name Neobiotic) as an intestinal antiseptic in surgery",
9915,noun,"an antibiotic obtained from an actinomycete and used to treat infections by Gram-positive bacteria",
9916,noun,"an antifungal and antibiotic (trade names Mycostatin and Nystan) discovered in New York State; derived from soil fungi actinomycetes",
9917,noun,"a yellow crystalline antibiotic (trademark Terramycin) obtained from a soil actinomycete; used to treat various bacterial and rickettsial infections",
9918,noun,"any of various antibiotics obtained from Penicillium molds (or produced synthetically) and used in the treatment of various infections and diseases",
9919,noun,"any of several toxic antibiotics obtained from a particular soil bacterium",
9920,noun,"trade name for a parenteral antibiotic",
9921,noun,"a yellow-green mixture of antibiotics obtained from the bacillus of green pus",
9922,noun,"a toxic blue crystalline antibiotic found in green pus",
9923,noun,"an antibiotic used to treat gonorrhea",
9924,noun,"an antibiotic produced by the actinomycete Streptomyces griseus and used to treat tuberculosis",
9925,noun,"a basic antibiotic derived from a soil actinomycete",
9926,noun,"a polypeptide antibiotic (similar to bacitracin) obtained from a soil bacterium",
9927,noun,"an antibiotic (trade name Nebcin) that is especially effective against Gram-negative bacteria",
9928,noun,"a basic polypeptide antibiotic derived from a soil bacterium; a major component of tyrothricin",
9929,noun,"a mixture of antibiotics applied locally to infections caused by Gram-positive bacteria",
9930,noun,"an antibiotic (trade name Vancocin) effective against some bacterial infections",
9931,noun,"a basic polypeptide antibiotic (trade name Viocin) administered intramuscularly (along with other drugs) in the treatment of tuberculosis",
9932,noun,"any of a large variety of proteins normally present in the body or produced in response to an antigen which it neutralizes, thus producing an immune response",
9933,noun,"an antibody acting against tissues of the organism that produces it",
9934,noun,"an antibody that causes precipitation when it unites with its antigen",
9935,noun,"blood type antibodies",
9936,noun,"rhesus factor antibody",
9937,noun,"an antibody that can neutralize a specific toxin",
9938,noun,"an antibody that causes agglutination of a specific antigen",
9939,noun,"an antibody found in the blood of someone suffering from infectious mononucleosis",
9940,noun,"an antibody that occurs naturally against foreign tissues from a person of the same species",
9941,noun,"any of a class of antibodies produced in the laboratory by identical offspring of a hybridoma; very specific for a particular location in the body",
9942,noun,"an antibody in blood serum that attaches to invading microorganisms and other antigens to make them more susceptible to the action of phagocytes",
9943,noun,"a class of proteins produced in lymph tissue in vertebrates and that function as antibodies in the immune response",
9944,noun,"the part of an enzyme or antibody where the chemical reaction occurs",
9945,adjective,"ludicrously odd; ""Hamlet's assumed antic disposition""; ""fantastic Halloween costumes""; ""a grotesque reflection in the mirror""",
9946,adjective,"being definitely out of the ordinary and unexpected; slightly odd or even a bit weird; ""a strange exaltation that was indefinable""; ""a strange fantastical mind""; ""what a strange sense of humor she has""",
9947,verb,"act as or like a clown",
9948,noun,"a ludicrous or grotesque act done for fun and amusement",
9949,noun,"an unkind or aggressive trick",
9950,noun,"a prank or trick played on a person (especially one intended to make the victim appear foolish)",
9951,noun,"(chemistry) a substance that retards a chemical reaction or diminishes the activity of a catalyst",
9952,noun,"a substance that retards or stops an activity",
9953,adjective,"marked by eager anticipation; ""an expectant hush""",
9954,adjective,"having or manifesting or inspiring hope; ""a line of people hopeful of obtaining tickets""; ""found a hopeful way of attacking the problem""",
9955,noun,"one who anticipates",
9956,noun,"a person with unusual powers of foresight",
9957,verb,"regard something as probable or likely; ""The meteorologists are expecting rain for tomorrow""",
9958,verb,"expect, believe, or suppose; ""I imagine she earned a lot of money with her new novel""; ""I thought to find her in a bad state""; ""he didn't think to find her in the kitchen""; ""I guess she is angry at me for standing her up""",
9959,verb,"take to be the case or to be true; accept without verification or proof; ""I assume his train was late""",
9960,verb,"to believe especially on uncertain or tentative grounds; ""Scientists supposed that large dinosaurs lived in swamps""",
9961,verb,"be confident about something; ""I believe that he will come back from the war""",
9962,verb,"look forward to the probable occurrence of; ""We were expecting a visit from our relatives""; ""She is looking to a promotion""; ""he is waiting to be drafted""",
9963,verb,"realize beforehand",
9964,verb,"be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt; ""I know that I left the key on the table""; ""Galileo knew that the earth moves around the sun""",
9965,verb,"make a prediction about; tell in advance; ""Call the outcome of an election""",
9966,verb,"put forward, of a guess, in spite of possible refutation; ""I am guessing that the price of real estate will rise again""; ""I cannot pretend to say that you are wrong""",
9967,verb,"interpret the significance of, as of palms, tea leaves, intestines, the sky; also of human behavior; ""She read the sky and predicted rain""; ""I can't read his strange behavior""; ""The fortune teller read his fate in the crystal ball""",
9968,verb,"attempt to anticipate or predict",
9969,verb,"predict from an omen",
9970,verb,"maintain with or as if with a bet; ""I bet she will be there!""",
9971,verb,"predict in advance",
9972,verb,"predict or reveal through, or as if through, divine inspiration",
9973,verb,"be excited or anxious about",
9974,verb,"anticipate with dread or anxiety",
9975,verb,"be a forerunner of or occur earlier than; ""This composition anticipates Impressionism""",
9976,noun,"pleasurable expectation",
9977,noun,"the feeling that something is about to happen",
9978,noun,"excited anticipation of an approaching climax; ""the play kept the audience in suspense""",
9979,noun,"intense nervous anticipation; ""in a fever of resentment""",
9980,noun,"a specific instance of feeling hopeful; ""it revived their hope of winning the pennant""",
9981,noun,"something expected (as on the basis of a norm); ""each of them had their own anticipations""; ""an indicator of expectancy in development""",
9982,noun,"belief about (or mental picture of) the future",
9983,noun,"an expected time to live as calculated on the basis of statistical probabilities",
9984,noun,"a prediction made by extrapolating from past observations",
9985,noun,"knowledge of the future (usually said to be obtained from a divine source)",
9986,noun,"wishing with confidence of fulfillment",
9987,noun,"full of hope",
9988,noun,"a disappointing decline after a previous rise; ""the anticlimax of a brilliant career""",
9989,noun,"a sudden decline in strength or number or importance; ""the fall of the House of Hapsburg""",
9990,noun,"a change from a serious subject to a disappointing one",
9991,noun,"medicine that prevents or retards the clotting of blood",
9992,noun,"an anticoagulant drug that has now been largely replaced by warfarin",
9993,noun,"a polysaccharide produced in basophils (especially in the lung and liver) and that inhibits the activity of thrombin in coagulation of the blood; it (trade names Lipo-Hepin and Liquaemin) is used as an anticoagulant in the treatment of thrombosis and in heart surgery",
9994,noun,"an anticoagulant (trade name Coumadin) use to prevent and treat a thrombus or embolus",
9995,noun,"(meteorology) winds spiraling outward from a high-pressure center; circling clockwise in the northern hemisphere and counterclockwise in the southern",
