ID,POS,Gloss
85227,noun,"a representation (drawing or model) of something in which the outside is omitted to reveal the inner parts",
85228,noun,"a representation (a picture or sculpture) of Jesus wearing a crown of thorns",
85229,noun,"a graphic representation of numerical relations",
85230,noun,"a concrete representation of an abstract idea or principle",
85231,noun,"representation consisting of a copy (as of an engraving) made by laying paper over something and rubbing it with charcoal",
85232,noun,"a representation of the effect of shadows in a picture or drawing (as by shading or darker pigment)",
85233,noun,"representation consisting of the scenery and other properties used to identify the location of a dramatic production; ""the sets were meticulously authentic""",
85234,noun,"a representation of any of the 14 stages in Christ's journey to Calvary",
85235,noun,"representation of all parties in proportion to their popular vote",
85236,noun,"a factual statement made by one party in order to induce another party to enter into a contract; ""the sales contract contains several representations by the vendor""",
85237,noun,"a statement of facts and reasons made in appealing or protesting; ""certain representations were made concerning police brutality""",
85238,noun,"the right of being represented by delegates who have a voice in some legislative body",
85239,noun,"representing figuratively as by emblem or allegory",
85240,noun,"providing a chart or outline of a system",
85241,noun,"the act of representing by a type or symbol; the action of typifying",
85242,adjective,"serving to represent or typify; ""representative moviegoers""; ""a representative modern play""",
85243,noun,"a woman assemblyman",
85244,noun,"a person who manages the affairs of another",
85245,noun,"the representative of Puerto Rico in the United States House of Representatives",
85246,noun,"a representative for a labor union",
85247,verb,"keep from expressing; ""I swallowed my anger and kept quiet""",
85248,adjective,"characterized by or showing the suppression of impulses or emotions; ""her severe upbringing had left her inhibited""; ""a very inhibited young man, anxious and ill at ease""; ""their reactions were partly the product of pent-up emotions""; ""repressed rage turned his face scarlet""",
85249,adjective,"held back or restrained or prevented; ""in certain conditions previously inhibited conditioned reactions can reappear""",
85250,noun,"a state of forcible subjugation; ""the long repression of Christian sects""",
85251,adjective,"restrictive of action; ""a repressive regime""; ""an overly strict and inhibiting discipline""",
85252,noun,"a retaliatory action against an enemy in wartime",
85253,noun,"action taken in return for an injury or offense",
85254,noun,"the act of blaming yourself",
85255,verb,"reproduce threefold; ""triplicate the letter for the committee""",
85256,verb,"reproduce (a recording) on a recorder; ""The lawyers played back the conversation to show that their client was innocent""",
85257,verb,"form anew in the imagination; recollect and re-form in the mind; ""His mind re-creates the entire world""",
85258,noun,"an audio system that can reproduce and amplify signals to produce sound",
85259,noun,"equipment for the reproduction of sound with high fidelity",
85260,noun,"primitive reptile having no opening in the temporal region of the skull; all extinct except turtles",
85261,noun,"used in former classifications to include all living reptiles except turtles; superseded by the two subclasses Lepidosauria and Archosauria",
85262,noun,"extinct reptile having a single pair of lateral temporal openings in the skull",
85263,noun,"a form of government whose head of state is not a monarch; ""the head of state in a republic is usually a president""",
85264,noun,"a state in midwestern United States",
85265,noun,"the act of repulsing or repelling an attack; a successful defensive stand",
85266,adjective,"receiving deferential regard; ""a respected family""",
85267,noun,"a bad reputation; ""his behavior gave the whole family a black eye""",
85268,noun,"the reputation and popularity a person has; ""his stock was so high he could have been elected mayor""",
85269,verb,"inquire for; ""seek directions from a local""",
85270,noun,"an expression of some desire or inclination; ""I could tell that it was his wish that the guests leave""; ""his crying was an indirect request for attention""",
85271,noun,"a request by children on Halloween; they pass from door to door asking for goodies and threatening to play tricks on those who refuse",
85272,noun,"an energetic petitioner",
85273,noun,"an act of requiting; returning in kind",
