ID,POS,Gloss
19821,noun,"the sum or range of what has been perceived, discovered, or learned",
19822,noun,"complete confidence in a person or plan etc; ""he cherished the faith of a good woman""; ""the doctor-patient relationship is based on trust""",
19823,noun,"any personal belief about how to live or how to deal with a situation; ""self-indulgence was his only philosophy""; ""my father's philosophy of child-rearing was to let mother do it""",
19824,noun,"a belief in the magical power of fetishes (or the worship of a fetish)",
19825,noun,"the belief that all human characteristics are determined genetically",
19826,noun,"the belief that the world can be made better by human effort",
19827,noun,"a personal belief or judgment that is not founded on proof or certainty; ""my opinion differs from yours""; ""what are your thoughts on Haiti?""",
19828,noun,"belief that a work of art is an end in itself or its own justification",
19829,noun,"the belief that the United States Constitution should be interpreted in the way the authors originally intended it",
19830,noun,"the belief that all international disputes can be settled by arbitration",
19831,noun,"a belief or sentiment shared by most people; the voice of the people; ""he asked for a poll of public opinion""",
19832,noun,"a belief in the spread of revolutionary principles",
19833,noun,"a belief that priests can act as mediators between human beings and God",
19834,noun,"the belief that the spirits of dead people can communicate with people who are still alive (especially via a medium)",
19835,noun,"a belief that there is a realm controlled by a divine spirit",
19836,noun,"the belief that the right to vote should be extended (as to women)",
19837,noun,"a belief in forces beyond ordinary human understanding",
19838,noun,"an irrational belief arising from ignorance or fear",
19839,noun,"the belief that some particular group or race is superior to all others; ""white supremacism""",
19840,noun,"a belief that can guide behavior; ""the architect has a theory that more is less""; ""they killed him on the theory that dead men tell no tales""",
19841,noun,"belief in theosophy",
19842,noun,"the organized beliefs of a period or group or individual; ""19th century thought""; ""Darwinian thought""",
19843,noun,"belief in the kinship of a group of people with a common totem",
19844,noun,"the beliefs of a tribal society",
19845,noun,"beliefs of a person or social group in which they have an emotional investment (either for or against something); ""he has very conservatives values""",
19846,noun,"belief in the existence of vampires",
19847,noun,"a belief in the importance of the individual and the virtue of self-reliance and personal independence",
19848,noun,"a vague idea in which some confidence is placed; ""his impression of her was favorable""; ""what are your feelings about the crisis?""; ""it strengthened my belief in his sincerity""; ""I had a feeling that she was lying""",
19849,noun,"the content of cognition; the main thing you are thinking about; ""it was not a good idea""; ""the thought never entered my mind""",
19850,noun,"the impression that something is present; ""he felt the presence of an evil force""",
19851,noun,"an impression (especially one that is artificial or contrived); ""he just did it for effect""",
19852,noun,"at the first glimpse or impression; ""at first blush the idea possesses considerable intuitive appeal but on closer examination it fails""",
19853,noun,"an impression that something might be the case; ""he had an intuition that something had gone wrong""",
19854,adjective,"capable of being believed; ""completely credible testimony""; ""credible information""",
19855,adjective,"capable of being conceived or imagined or considered",
19856,adjective,"within the realm of credibility; ""not a very likely excuse""",
19857,adjective,"affording reasonable grounds for belief or acceptance; ""presumptive evidence""; ""a strong presumptive case is made out""",
19858,verb,"believe to be the case; ""I understand you have no previous experience?""",
19859,verb,"believe or accept without questioning or challenge; ""Am I supposed to swallow that story?""",
19860,verb,"accept as true; ""I can't buy this story""",
19861,verb,"follow a credo; have a faith; be a believer; ""When you hear his sermons, you will be able to believe, too""",
19862,verb,"have a firm conviction as to the goodness of something; ""John believes in oat bran""",
19863,verb,"judge or regard; look upon; judge; ""I think he is very smart""; ""I believe her to be very smart""; ""I think that he is her boyfriend""; ""The racist conceives such people to be inferior""",
19864,verb,"remain committed to; ""I hold to these ideas""",
19865,verb,"change one's mind; ""He rethought his decision to take a vacation""",
19866,verb,"dispose the mind in a certain way; ""Do you really think so?""",
19867,verb,"look on as or consider; ""she looked on this affair as a joke""; ""He thinks of himself as a brilliant musician""; ""He is reputed to be intelligent""",
19868,verb,"have a feeling or perception about oneself in reaction to someone's behavior or attitude; ""She felt small and insignificant""; ""You make me feel naked""; ""I made the students feel different about themselves""",
19869,verb,"hold a false or unorthodox belief",
19870,verb,"credit with veracity; ""You cannot believe this man""; ""Should we believe a publication like the National Enquirer?""",
19871,noun,"a believer in abiogenesis",
19872,noun,"a believer in colonialism",
19873,noun,"a believer in the teachings of Confucius",
19874,noun,"a person who believes in organic evolution",
19875,noun,"a believer in imperialism",
19876,noun,"a believer in Malthusian theory",
19877,noun,"one who believes in vitalism",
19878,noun,"a person who has religious faith",
19879,noun,"a group of religious congregations having its own organization and a distinctive faith",
19880,noun,"one who believes in the existence of a god or gods",
19881,noun,"someone who worships devils",
19882,noun,"a believer in one god",
19883,noun,"someone who believes in the existence of realities beyond human comprehension",
19884,noun,"a believer in numerology",
19885,noun,"someone who believes that God and the universe are the same",
19886,noun,"someone who journeys to a sacred place as an act of religious devotion",
19887,noun,"someone who worships the sun",
19888,noun,"a believer in theosophy",
19889,verb,"cause to seem less serious; play down; ""Don't belittle his influence""",
19890,verb,"express a negative opinion of; ""She disparaged her student's efforts""",
19891,verb,"belittle through talk",
19892,verb,"express a totally negative opinion of; ""The critics panned the performance""",
19893,verb,"damage the reputation of; ""This newspaper story discredits the politicians""",
19894,verb,"belittle; ""The teacher should not deprecate his student's efforts""",
19895,verb,"lessen the authority, dignity, or reputation of; ""don't belittle your colleagues""",
19896,noun,"a hollow device made of metal that makes a ringing sound when struck",
19897,noun,"a device for amplifying or transmitting sound",
19898,noun,"a device used to send signals",
19899,noun,"a bell in a church tower (usually sounded to summon people to church); ""church bells were ringing all over town""",
19900,noun,"a bell hung around the neck of cow so that the cow can be easily located",
19901,noun,"a bell rung to announce a death",
19902,noun,"a bell rung to announce that dinner has been served",
19903,noun,"a bell activated by the magnetic effect of an electric current",
19904,noun,"a bell rung to give a fire alarm",
19905,noun,"a bell rung to announce beginning or ending of class",
19906,noun,"a bell hung round the neck of a sheep so that the sheep can be easily located",
19907,noun,"a bell attached to the door of a small shop; warns the proprietor that a customer has entered the shop",
19908,noun,"bell attached to a sleigh, or to harness of horse pulling a sleigh",
19909,noun,"a bell used to sound an alarm",
19910,noun,"the bell of Independence Hall; rung 8 July 1776 to announce the signing of the Declaration of Independence",
19911,noun,"metal striker that hangs inside a bell and makes a sound by hitting the side",
19912,noun,"contact (the part of a bell) against which the clapper strikes",
19913,noun,"a push button at an outer door that gives a ringing or buzzing signal when pushed",
19914,noun,"an electrical switch operated by pressing; ""the elevator was operated by push buttons""; ""the push beside the bed operated a buzzer at the desk""",
19915,noun,"a doorbell to be used at night",
19916,noun,"the sound of a bell being struck; ""saved by the bell""; ""she heard the distant toll of church bells""",
19917,noun,"the sound of a bell rung slowly to announce a death or a funeral or the end of something",
19918,noun,"the sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited",
19919,noun,"(nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m.",
19920,noun,"the shape of a bell",
19921,noun,"a phonetician and father of Alexander Graham Bell (1819-1905)",
19922,noun,"a specialist in phonetics",
19923,noun,"English painter; sister of Virginia Woolf; prominent member of the Bloomsbury Group (1879-1961)",
19924,noun,"an inner circle of writers and artists and philosophers who lived in or around Bloomsbury early in the 20th century and were noted for their unconventional lifestyles",
19925,noun,"a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument",
19926,noun,"a musical instrument in which the sound is produced by one object striking another",
19927,noun,"set of bells hung in a bell tower",
19928,noun,"a bell that is held in the hand",
19929,noun,"the flared opening of a tubular device",
19930,noun,"a conically shaped utensil having a narrow tube at the small end; used to channel the flow of substances into a container with a small mouth",
19931,noun,"a short musket of wide bore with a flared muzzle",
19932,noun,"a bell-shaped tent",
19933,noun,"a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); ""he pitched his tent near the creek""",
19934,noun,"a young woman who is the most charming and beautiful of several rivals; ""she was the belle of the ball""",
19935,noun,"creative writing valued for esthetic content",
19936,adjective,"written and regarded for aesthetic value rather than content",
19937,adjective,"versed in literature; dealing with literature",
19938,noun,"a natural disposition to fight",
19939,noun,"a natural disposition to be hostile",
19940,noun,"hostile or warlike attitude or nature",
19941,noun,"hostile or belligerent mood; ""the chief is on the warpath today""",
19942,noun,"obstreperous and defiant aggressiveness",
19943,noun,"fighting; acts of overt warfare; ""the outbreak of hostilities""",
19944,adjective,"engaged in war; ""belligerent (or warring) nations""; ""a fighting war""",
19945,adjective,"not peaceful; ""unpeaceful times""; ""an unpeaceful marriage""",
19946,noun,"someone who fights (or is fighting)",
19947,noun,"a fighter who holds out against attack",
19948,noun,"a fighter (especially one who participates in brawls)",
19949,noun,"a fighter who strikes the opponent with his head",
19950,noun,"someone skilled at fencing",
19951,noun,"an attacker who gouges out the antagonist's eye",
19952,noun,"someone who is a very fierce fighter",
19953,noun,"a fighter who batters the opponent; ""Jack Dempsey was called a mauler""",
19954,noun,"someone who skirmishes (e.g., as a member of a scouting party)",
19955,noun,"someone who learned to fight in the streets rather than being formally trained in the sport of boxing",
19956,noun,"a combatant who is able to defeat rivals",
19957,verb,"make a loud noise, as of animal; ""The bull bellowed""",
19958,noun,"a very loud utterance (like the sound of an animal); ""his bellow filled the hallway""",
19959,noun,"a mechanical device that blows a strong current of air; used to make a fire burn more fiercely or to sound a musical instrument",
19960,noun,"a device that produces a current of air",
19961,noun,"a handle or cord that is pulled to ring a doorbell or a servant's bell etc.",
19962,noun,"a device used for pulling something; ""he grabbed the pull and opened the drawer""",
19963,noun,"someone who assumes leadership of a movement or activity",
19964,noun,"sheep that leads the herd often wearing a bell",
19965,noun,"male sheep especially a castrated one",
19966,verb,"swell out or bulge out",
19967,verb,"expand abnormally; ""The bellies of the starving children are swelling""",
19968,noun,"a part that bulges deeply; ""the belly of a sail""",
19969,noun,"something that bulges out or is protuberant or projects from its surroundings; ""the gun in his pocket made an obvious bulge""; ""the hump of a camel""; ""he stood on the rocky prominence""; ""the occipital protuberance was well developed""; ""the bony excrescence between its horns""",
19970,noun,"the hollow inside of something; ""in the belly of the ship""",
19971,noun,"the inner or enclosed surface of something",
19972,noun,"the underpart of the body of certain vertebrates such as snakes or fish",
19973,noun,"a part lying on the lower side or underneath an animal's body; ""the warbler has a white throat and underparts""; ""a woodland mouse with white underparts""",
19974,noun,"an ache localized in the stomach or abdominal region",
19975,noun,"a disorder of digestive function characterized by discomfort or heartburn or nausea",
19976,noun,"a strap around the belly of a draft animal holding the shafts of a wagon",
19977,noun,"restraint that attaches to something or holds something in place",
19978,verb,"be inherent in something",
19979,noun,"happiness felt in a secure relationship; ""with his classmates he felt a sense of belonging""",
19980,noun,"emotions experienced when in a state of well-being",
19981,noun,"a feeling of being at ease in a relationship",
19982,noun,"a feeling of being intimate and belonging together; ""their closeness grew as the night wore on""",
19983,adjective,"dearly loved",
19984,adjective,"held dear; ""his loved companion of many years""",
19985,noun,"a beloved person; used as terms of endearment",
19986,verb,"sing loudly and forcefully",
19987,verb,"produce tones with the voice; ""She was singing while she was cooking""; ""My brother sings very well""",
19988,verb,"deliver a blow to; ""He belted his opponent""",
19989,verb,"fasten with a belt; ""belt your trousers""",
19990,noun,"endless loop of flexible material between two rotating shafts or pulleys",
19991,noun,"a belt that carries motion from a motor to the machinery",
19992,noun,"a belt driven by the crankshaft that drives a fan that pulls air through the radiator",
