ID,POS,Gloss
11893,noun,"a contentious speech act; a dispute where there is strong disagreement; ""they were involved in a violent argument""",
11894,noun,"a disagreement or argument about something important; ""he had a dispute with his wife""; ""there were irreconcilable differences""; ""the familiar conflict between Republicans and Democrats""",
11895,noun,"a verbal dispute; a wrangling argument",
11896,noun,"an outburst of controversy; ""the incident triggered a political firestorm""",
11897,noun,"an argument in which the participants are trying to gain some advantage",
11898,noun,"a controversy (especially over a belief or dogma)",
11899,noun,"an intense verbal dispute; ""a violent fight over the bill is expected in the Senate""",
11900,noun,"a discussion in which reasons are advanced for and against some proposition or proposal; ""the argument over foreign aid goes on and on""",
11901,noun,"an exchange of views on some topic; ""we had a good discussion""; ""we had a word or two about it""",
11902,noun,"argument about words or the meaning of words",
11903,noun,"a summary of the subject or plot of a literary work or play or movie; ""the editor added the argument to the poem""",
11904,noun,"a variable in a logical or mathematical expression whose value determines the dependent variable; if f(x)=y, x is the independent variable",
11905,noun,"a quantity that can assume any of a set of values",
11906,noun,"the methodical process of logical reasoning; ""I can't follow your line of reasoning""",
11907,noun,"an ordering of questions so as to develop a particular argument",
11908,noun,"argumentation that is specious or excessively subtle and intended to be misleading",
11909,noun,"a line of argument rationalizing the course of action of a government; ""they debated the policy or impolicy of the proposed legislation""",
11910,adjective,"given to or characterized by argument; ""an argumentative discourse""; ""argumentative to the point of being cantankerous""; ""an intelligent but argumentative child""",
11911,adjective,"given to quarreling; ""arguing children""; ""quarrelsome when drinking""",
11912,adjective,"inclined or showing an inclination to dispute or disagree, even to engage in law suits; ""a style described as abrasive and contentious""; ""a disputatious lawyer""; ""a litigious and acrimonious spirit""",
11913,adjective,"given to disputation for its own sake and often employing specious arguments",
11914,noun,"an elaborate song for solo voice",
11915,noun,"a short aria",
11916,adjective,"lacking sufficient water or rainfall; ""an arid climate""; ""a waterless well""; ""miles of waterless country to cross""",
11917,adjective,"lacking vitality or spirit; lifeless; ""a technically perfect but arid performance of the sonata""; ""a desiccate romance""; ""a prissy and emotionless creature...settles into a mold of desiccated snobbery""-C.J.Rolo",
11918,adjective,"lacking in liveliness or animation; ""he was so dull at parties""; ""a dull political campaign""; ""a large dull impassive man""; ""dull days with nothing to do""; ""how dull and dreary the world is""; ""fell back into one of her dull moods""",
11919,noun,"a condition yielding nothing of value",
11920,noun,"less than adequate; ""the relative poorness of New England farmland""",
11921,noun,"the quality of lacking the power to produce",
11922,noun,"a deficiency of moisture (especially when resulting from a permanent absence of rainfall)",
11923,noun,"the condition of not containing or being covered by a liquid (especially water)",
11924,noun,"(astrology) a person who is born while the sun is in Aries",
11925,noun,"a small zodiacal constellation in the northern hemisphere; between Pisces and Taurus",
11926,noun,"the first sign of the zodiac which the sun enters at the vernal equinox; the sun is in this sign from about March 21 to April 19",
11927,verb,"come into existence; take on form or shape; ""A new religious movement originated in that country""; ""a love that sprang up from friendship""; ""the idea for the book grew out of a short story""; ""An interesting phenomenon uprose""",
11928,verb,"come into existence; ""What becomes has duration""",
11929,verb,"rise again; ""His need for a meal resurged""; ""The candidate resurged after leaving politics for several years""",
11930,verb,"happen or occur as a result of something",
11931,verb,"to be the product or result; ""Melons come from a vine""; ""Understanding comes from experience""",
11932,verb,"come up (as of feelings and thoughts, or other ephemeral things); ""Strong emotions welled up""; ""Smoke swelled from it""",
11933,verb,"take its rise; ""These rivers head from a mountain range in the Himalayas""",
11934,verb,"be gradually disclosed or unfolded; become manifest; ""The plot developed slowly"";",
11935,verb,"originate or come into being; ""a question arose""",
11936,verb,"rise to one's feet; ""The audience got up and applauded""",
11937,verb,"undergo a change in bodily posture",
11938,verb,"stand up to dance",
11939,verb,"result or issue; ""A slight unpleasantness arose from this discussion""",
11940,verb,"develop due to condensation; ""All our planets condensed out of the same material""",
11941,verb,"become available; ""an opportunity opened up""",
11942,verb,"be mentioned; ""These names came up in the discussion""",
11943,verb,"move upward; ""The fog lifted""; ""The smoke arose from the forest fire""; ""The mist uprose from the meadows""",
11944,verb,"rise or heave upward under the influence of a natural force such as a wave; ""the boats surged""",
11945,verb,"go upward with gradual or continuous progress; ""Did you ever climb up the hill behind your house?""",
