ID,POS,Gloss
57479,verb,"surprise greatly; knock someone's socks off; ""I was floored when I heard that I was promoted""",
57480,verb,"to stimulate to action ; ""..startled him awake""; ""galvanized into action""",
57481,noun,"the inside lower horizontal surface (as of a room or hallway); ""they needed rugs to cover the bare floors""",
57482,noun,"a flat surface at right angles to a plumb line; ""park the car on the level""",
57483,noun,"a floor under the bells of an open belfry",
57484,noun,"a bare floor polished for dancing",
57485,noun,"a floor made of parquetry",
57486,noun,"the floor or bottom of a wagon or truck or trailer",
57487,noun,"the floor of a building that is at or nearest to the level of the ground around the building",
57488,noun,"floor consisting of a large unpartitioned space over a factory or warehouse or other commercial space",
57489,noun,"intermediate floor just above the ground floor",
57490,noun,"the outermost level of the land or sea; ""earthquakes originate far below the surface""; ""three quarters of the Earth's surface is covered by water""",
57491,noun,"the parliamentary right to address an assembly; ""the chairman granted him the floor""",
57492,noun,"the legislative hall where members debate and vote and conduct other business; ""there was a motion from the floor""",
57493,noun,"a large room for gatherings or entertainment; ""lecture hall""; ""pool hall""",
57494,noun,"a large room in a stock exchange where the trading is done; ""he is a floor trader""",
57495,noun,"a lamp that stands on the floor",
57496,noun,"the legislator who organizes his party's strategy",
57497,noun,"scale drawing of a horizontal section through a building at a given level; contrasts with elevation",
57498,noun,"a floor plan for the ground level of a building",
57499,noun,"building material used in laying floors",
57500,noun,"an arithmetic operation performed on floating-point numbers; ""this computer can perform a million flops per second""",
57501,noun,"an elementary operation that a computer is designed and built to perform",
57502,noun,"a cheap lodging house",
57503,adjective,"hanging limply; ""a spaniel with floppy ears""",
57504,noun,"the taxonomic kingdom comprising all living or extinct plants",
57505,noun,"an organism that produces its own food by photosynthesis",
57506,noun,"a plant that does not bear flowers",
57507,noun,"a young plant or a small plant",
57508,noun,"a wild uncultivated plant (especially a wild apple or crabapple tree)",
57509,noun,"any plant grown for its beauty or ornamental value",
57510,noun,"any flowerless plant such as a fern (pteridophyte) or moss (bryophyte) in which growth occurs only at the tip of the main stem",
57511,noun,"a plant lasting for three seasons or more",
57512,noun,"a plant that grows in a moist habitat",
57513,noun,"a plant that is found in an area where it had not been recorded previously",
57514,noun,"a plant that bears fruit once and dies",
57515,noun,"the spore-producing individual or phase in the life cycle of a plant having alternation of generations",
57516,noun,"the gamete-bearing individual or phase in the life cycle of a plant having alternation of generations",
57517,noun,"any of a variety of plants grown indoors for decorative purposes",
57518,noun,"plant that derives moisture and nutrients from the air and rain; usually grows on another plant but not parasitic on it",
57519,noun,"plant that grows on or among rocks or is suitable for a rock garden",
57520,noun,"plant that affords shelter or food to ants that live in symbiotic relations with it",
57521,adjective,"thriving in a relatively acidic environment (especially of plants requiring a pH well below 7)",
57522,adjective,"thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7)",
57523,adjective,"(of ovaries of flowering plants) consisting of carpels that are free from one another as in buttercups or roses",
57524,adjective,"(of ovaries of flowering plants) consisting of united carpels",
57525,adjective,"covered with sedges (grasslike marsh plants)",
57526,adjective,"(of plants such as dandelions and thistles) having pappi or tufts of featherlike hairs or delicate bristles",
57527,adjective,"(of some plants or fungi) feeding on dead or decaying organic matter",
57528,adjective,"(of a flowering plant) having two cotyledons in the seed",
57529,adjective,"(of a flowering plant) having a single cotyledon in the seed as in grasses and lilies",
57530,adjective,"(of a plant ovule) curved with the micropyle near the base almost touching its stalk",
57531,adjective,"(of a plant ovule) completely straight with the micropyle at the apex",
57532,adjective,"(of a plant ovule) completely inverted; turned back 180 degrees on its stalk",
57533,adjective,"(of a plant ovule) partly inverted; turned back 90 degrees on its stalk",
57534,adjective,"(of plants) bearing or characterized by aments or catkins",
57535,adjective,"(of plants) growing in groups that are close together",
57536,adjective,"growing close together but not in dense mats",
57537,adjective,"(of plants) growing together in groups that are not close together",
57538,adjective,"(of plants) growing in small dense clumps or tufts",
57539,adjective,"(of plants) having tall spindly stems",
57540,adjective,"(of flora or fauna) in imminent danger of extinction; ""an endangered species""",
57541,adjective,"(of flora or fauna) likely in the near future to become endangered; ""the spotted owl is a threatened species, not yet an endangered one""",
57542,noun,"the use of plants or plant extracts for medicinal purposes (especially plants that are not part of the normal diet)",
57543,noun,"the lack of enduring qualities (used chiefly of plant parts)",
57544,noun,"a minute scale",
57545,noun,"the oxidation of ammonium compounds in dead organic material into nitrates and nitrites by soil bacteria (making nitrogen available to plants)",
57546,noun,"the process of living through a number of years (as a perennial plant)",
57547,noun,"synthesis of compounds with the aid of radiant energy (especially in plants)",
57548,noun,"any of a group of enzymes (occurring especially in plant cells) that catalyze the oxidation of a compound by a peroxide",
57549,verb,"cause to propagate, as by grafting or layering",
57550,adjective,"resembling or made of or suggestive of flowers; ""an unusual floral design""",
57551,noun,"the cultivation of flowering plants",
57552,adjective,"inclined to a healthy reddish color often associated with outdoor life; ""a ruddy complexion""; ""Santa's rubicund cheeks""; ""a fresh and sanguine complexion""",
57553,noun,"the basic unit of money in Suriname; equal to 100 cents",
57554,noun,"monetary unit in Suriname",
57555,noun,"monetary unit in the Netherlands",
57556,noun,"someone who grows and deals in flowers; ""the florist made up an attractive bouquet""",
57557,noun,"a merchant who owns or manages a shop",
57558,noun,"a shop where flowers and ornamental plants are sold",
57559,noun,"a soft loosely twisted thread used in embroidery",
57560,noun,"the floating wreckage of a ship",
57561,noun,"the remaining parts of something that has been wrecked; ""they searched the wreckage for signs of survivors""",
57562,verb,"walk emphatically",
57563,noun,"an ornamental frill made by pressing pleats",
57564,noun,"a ruffle on the front of a woman's blouse or a man's shirt",
57565,noun,"a flared ruffle attached to the waistline of a dress or jacket or blouse",
57566,noun,"the act of walking with exaggerated jerky motions",
57567,noun,"a person's manner of walking",
57568,verb,"walk with great difficulty; ""He staggered along in the heavy snow""",
57569,noun,"flesh of American flounder having a yellowish tail",
57570,noun,"flesh of large European flatfish",
57571,noun,"flesh of a large European flatfish",
57572,noun,"the lean flesh of a small flounder from the Pacific coast of North America",
57573,noun,"flesh of American flounder; important in the winter",
57574,noun,"flour prepared from wheat",
57575,noun,"meal made from soybeans",
57576,noun,"milled product of durum wheat (or other hard wheat) used in pasta",
57577,verb,"gain in wealth",
57578,noun,"a showy gesture; ""she entered with a great flourish""",
57579,noun,"a flourish added after or under your signature (originally to protect against forgery)",
57580,noun,"a display of ornamental speech or language",
57581,verb,"pass through the tissue or substance or its pores or interstices, as of gas",
57582,verb,"cause to flow; ""The artist flowed the washes on the paper""",
57583,verb,"wash or flow against; ""the waves laved the shore""",
57584,noun,"an artificially produced flow of water",
57585,noun,"a flow that returns toward its source",
57586,noun,"the occurrence of a water flow resulting from sudden rain or melting snow",
57587,noun,"the occurrence of surplus liquid (as water) exceeding the limit or capacity",
57588,noun,"a liquid (as water) that flows in drops (as from the eaves of house)",
57589,noun,"a flow or discharge",
57590,noun,"a sudden rapid flow (as of water); ""he heard the flush of a toilet""; ""there was a little gush of blood""; ""she attacked him with an outpouring of words""",
57591,noun,"a sudden forceful flow",
57592,noun,"the amount of fluid that flows in a given time",
57593,noun,"the amount of blood pumped out by the ventricles in a given period of time; ""a resting adult has a cardiac output of about three quarts a minute""",
57594,noun,"the act of allowing a fluid to escape",
57595,noun,"flow in which the velocity at any point varies erratically",
57596,noun,"flow of a gas or liquid in which the velocity at any point is relatively steady",
57597,noun,"gradual internal motion or deformation of a solid body (as by heat); ""rock fracture and rock flowage are different types of geological deformation""",
57598,noun,"the process of flowing in",
57599,noun,"something that resembles a flowing stream in moving continuously; ""a stream of people emptied from the terminal""; ""the museum had planned carefully for the flow of visitors""",
57600,noun,"a state of change; ""they were in a state of steady motion""",
57601,noun,"a diagram of the sequence of operations in a computer program or an accounting system",
57602,noun,"a body of water that has been created by deliberately flooding an area; ""many campsites were located near the flowage""",
57603,noun,"any of numerous plants widely cultivated for their showy single or double red or pink or white flowers",
57604,noun,"perennial herb native to Europe but naturalized elsewhere having heart-shaped leaves and yellow flowers resembling buttercups; its tuberous roots have been used as a poultice to relieve piles",
57605,noun,"woodland flower native to eastern North America having cup-shaped flowers reminiscent of anemone but more delicate",
57606,noun,"commonly cultivated larkspur of southern Europe having unbranched spikelike racemes of blue or sometimes purplish or pinkish flowers; sometime placed in genus Delphinium",
57607,noun,"any plant of the genus Delphinium having palmately divided leaves and showy spikes of variously colored spurred flowers; some contain extremely poisonous substances",
57608,noun,"any plant of the genus Nigella",
57609,noun,"any of various plants of the genus Spathiphyllum having a white or green spathe and a spite of fragrant flowers and often cultivated as an ornamental",
57610,noun,"South African plant widely cultivated for its showy pure white spathe and yellow spadix",
57611,noun,"low-growing chiefly perennial plant usually with small white flowers suitable for e.g. rock gardens",
57612,noun,"tall plant with small lance-shaped leaves and numerous tiny white or pink flowers",
57613,noun,"mostly perennial herbs with sticky stems that catch insects; widespread in north temperate zone",
57614,noun,"low-growing herb having clusters of small white four-petaled flowers",
57615,noun,"loosely matted plant with mosslike foliage studded with tiny starry four-petaled white blossoms; mountains of central and southern Europe",
57616,noun,"plant of European origin having pink or white flowers and leaves yielding a detergent when bruised",
57617,noun,"any plant of the genus Silene",
57618,noun,"European annual with pale rose-colored flowers; cultivated flower or self-sown grainfield weed; introduced in North America; sometimes classified as a soapwort",
57619,noun,"tropical American herb having rose to red or purple flowers that can be dried without losing color",
57620,noun,"viscid branched perennial of the southwestern United States and northern Mexico having tuberous roots and deep red flowers",
57621,noun,"a plant of the genus Mirabilis",
57622,noun,"any of several plants of the genus Mirabilis having flowers that open in late afternoon",
57623,noun,"a plant of the genus Portulaca having pink or red or purple or white ephemeral flowers",
57624,noun,"similar to Claytonia virginica but having usually pink flowers; eastern North America",
57625,noun,"small slender plant having one pair of succulent leaves at the middle of the stem and a loose raceme of white or pink or rose bowl-shaped flowers and an edible corm",
57626,noun,"small cormous perennial grown for its low rosette of succulent foliage and racemes of pink-tinged white flowers; eastern North America",
57627,noun,"perennial of southern Europe having clusters of fragrant flowers of all colors especially yellow and orange; often naturalized on old walls or cliffs; sometimes placed in genus Erysimum",
57628,noun,"any of several western American plants of the genus Cheiranthus having large yellow flowers",
57629,noun,"any of numerous plants of the genus Erysimum having fragrant yellow or orange or brownish flowers",
57630,noun,"any of several North American plants of the genus Erysimum having large yellow flowers",
