ID,POS,Gloss
15857,noun,"catalysis in which the catalyst is one of the products of the reaction",
15858,noun,"acceleration of a chemical reaction induced the presence of material that is chemically unchanged at the end of the reaction; ""of the top 50 commodity chemicals, 30 are created directly by catalysis and another 6 are made from raw materials that are catalytically produced""",
15859,adjective,"originating where it is found; ""the autochthonal fauna of Australia includes the kangaroo""; ""autochthonous rocks and people and folktales""; ""endemic folkways""; ""the Ainu are indigenous to the northernmost islands of Japan""",
15860,adjective,"characteristic of or existing by virtue of geographic  origin; ""the native North American sugar maple""; ""many native artists studied abroad""",
15861,verb,"subject to the action of an autoclave",
15862,verb,"make free from bacteria",
15863,noun,"a device for heating substances above their boiling point; used to manufacture chemicals or to sterilize surgical instruments",
15864,noun,"an object used as a container (especially for liquids)",
15865,noun,"autoclave consisting of a vessel in which plant or animal materials are digested",
15866,noun,"autoclave for cooking at temperatures above the boiling point of water",
15867,noun,"a political theory favoring unlimited authority by a single individual",
15868,noun,"the political doctrine of Machiavelli: any means (however unscrupulous) can be used by a ruler in order to create and maintain his autocratic government",
15869,noun,"a cruel and oppressive dictator",
15870,noun,"a ruler who is unconstrained by law",
15871,noun,"a person having great power",
15872,adjective,"offensively self-assured or given to exercising usually unwarranted power; ""an autocratic person""; ""autocratic behavior""; ""a bossy way of ordering others around""; ""a rather aggressive and dominating character""; ""managed the employees in an aloof magisterial way""; ""a swaggering peremptory manner""",
15873,noun,"a person who has taught himself",
15874,adjective,"sexually satisfying yourself (as by masturbation)",
15875,adjective,"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes""",
15876,noun,"using you own body as a sexual object",
15877,noun,"manual stimulation of the genital organs (of yourself or another) for sexual pleasure",
15878,adjective,"characterized by or fit for autogamy",
15879,adjective,"fertilized by its own pollen",
15880,noun,"self-fertilization in plants",
15881,noun,"fertilization by the union of male and female gametes from the same individual",
15882,adjective,"originating within the body",
15883,adjective,"originating from the self",
15884,adjective,"brought about by yourself; ""self-induced vomiting""",
15885,noun,"an aircraft that is supported in flight by unpowered rotating horizontal wings (or blades); forward propulsion is provided by a conventional propeller",
15886,verb,"mark with one's signature; ""The author autographed his book""",
15887,verb,"be engaged by a written agreement; ""He signed to play the casino on Dec. 18""; ""The soprano signed to sing the new opera""",
15888,noun,"something written by one's own hand",
15889,noun,"handwritten book or document",
15890,noun,"a person's own signature",
15891,noun,"your name written in your own handwriting",
15892,adjective,"(of firearms) capable of automatic loading and firing continuously; ""an autoloading rifle""",
