ID,POS,Gloss
43605,noun,"having curves; ""he hated the sinuosity of mountain roads""",
43606,noun,"a curve or surface whose equation (in Cartesian coordinates) is of the second degree",
43607,noun,"a line generated by a point on one figure rolling around a second figure",
43608,noun,"a line on a graph representing data",
43609,noun,"a smooth curve fitted to the set of paired data in regression analysis; for linear regression the curve is a straight line",
43610,noun,"a light leap by a horse in which both hind legs leave the ground before the forelegs come down",
43611,noun,"Eurasian pigeon with white patches on wings and neck",
43612,noun,"type genus of the Columbidae: typical pigeons",
43613,noun,"wild and domesticated birds having a heavy body and short legs",
43614,noun,"a mechanical damper; absorbs energy of sudden impulses; ""the old car needed a new set of shocks""",
43615,noun,"a device that decreases the amplitude of electronic, mechanical, acoustical, or aerodynamic oscillations",
43616,noun,"a mechanical device using confined air to absorb the shock of motion",
43617,noun,"a soft bag filled with air or a mass of padding such as feathers or foam rubber etc.",
43618,noun,"a cushion usually made of rubber or plastic that can be inflated",
43619,noun,"a cushion on a throne for a prince in India",
43620,noun,"a cushion attached to the top of the back of an automobile's seat to prevent whiplash",
43621,noun,"a small stiff cushion into which pins are stuck ready for use",
43622,noun,"a cushion that makes a seat more comfortable",
43623,noun,"a small cushion that is used for decorative purposes",
43624,noun,"point formed by two intersecting arcs (as from the intrados of a Gothic arch)",
43625,noun,"a thin triangular flap of a heart valve",
43626,noun,"a valve to control one-way flow of blood",
43627,noun,"a movable piece of tissue partly connected to the body",
43628,noun,"small elevation on the grinding surface of a tooth",
43629,noun,"a receptacle for spit (usually in a public place)",
43630,noun,"a persistently annoying person",
43631,noun,"someone who torments",
43632,adjective,"stubbornly persistent in wrongdoing",
43633,adjective,"not reformed morally or spiritually; ""unregenerate human nature""; ""unregenerate conservatism""",
43634,noun,"sweetened mixture of milk and eggs baked or boiled or frozen",
43635,noun,"baked custard topped with caramel",
43636,noun,"custard sauce flavored with vanilla or a liqueur",
43637,noun,"custard sprinkled with sugar and broiled",
43638,noun,"a custard containing fruit",
43639,noun,"a rich custard set with gelatin",
43640,adjective,"providing protective supervision; watching over or safeguarding; ""daycare that is educational and not just custodial""; ""a guardian angel""; ""tutelary gods""",
43641,noun,"a person employed to take care of game and wildlife",
43642,noun,"someone responsible for the maintenance of a golf course",
43643,noun,"a custodian who lives in and cares for a house while the regular occupant is away (usually without an exchange of money)",
43644,noun,"someone employed to clean and maintain a building",
43645,noun,"the keeper of a lighthouse",
43646,noun,"someone left in charge of pets while their owners are away from home",
43647,noun,"the chief person responsible for a zoological garden",
43648,noun,"holding by the police; ""the suspect is in custody""",
43649,noun,"(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child; ""my fate is in your hands""; ""too much power in the president's hands""; ""your guests are now in my custody""; ""the mother was awarded custody of the children""",
43650,noun,"the responsibility of a guardian or keeper; ""he left his car in my keeping""",
43651,adjective,"built for a particular individual",
43652,noun,"a custom among some peoples whereby the husband of a pregnant wife is put to bed at the time of bearing the child",
43653,noun,"a custom that is peculiar to Germany or its citizens",
